"","match_id.x","tournament","year","winner_name","loser_name","winner_rank","loser_rank","winner_age","winner_ioc","Retirement","w_pointswon","w_gameswon","w_setswon","l_pointswon","l_gameswon","l_setswon","round","a1","a2","match_id.y","player1","player2","Tour","slam","week","w_ave_serve_speed","l_ave_serve_speed","w_n_aces","l_n_aces","w_n_winners","l_n_winners","w_n_netpt_w","l_n_netpt_w","w_n_netpt","l_n_netpt","w_n_bp_w","l_n_bp_w","w_n_bp","l_n_bp","w_n_ue","l_n_ue","w_n_sv_w","l_n_sv_w","w_n_sv","l_n_sv"
"2379","2017-520:178","French Open",2017,"Mariana Duque Marino","Magdalena Rybarikova",115,192,27.794661191,"COL",FALSE,103,15,2,100,15,1,"R64","Magdalena Rybarikova","Mariana Duque Marino","2017-frenchopen-2230","Mariana Duque Marino","Magdalena Rybarikova","wta","frenchopen","Week 1",0,0,1,4,33,18,12,12,23,23,7,7,12,14,42,42,54,53,101,102
"2380","2017-520:179","French Open",2017,"Carina Witthoeft","Pauline Parmentier",73,81,22.2806297057,"GER",FALSE,87,13,2,81,10,0,"R64","Carina Witthoeft","Pauline Parmentier","2017-frenchopen-2231","Carina Witthoeft","Pauline Parmentier","wta","frenchopen","Week 1",67.1578947368421,71.4347826086957,0,1,18,34,4,4,8,8,4,3,10,10,22,45,45,50,76,92
"2381","2017-520:180","French Open",2017,"Karolina Pliskova","Ekaterina Alexandrova",3,86,25.1882272416,"CZE",FALSE,95,16,2,76,11,1,"R64","Ekaterina Alexandrova","Karolina Pliskova","2017-frenchopen-2232","Ekaterina Alexandrova","Karolina Pliskova","wta","frenchopen","Week 1",93.2592592592593,79.9888888888889,5,6,20,17,2,2,4,4,4,2,7,4,24,30,56,51,81,90
"2382","2017-520:181","French Open",2017,"Jelena Ostapenko","Lesia Tsurenko",47,42,19.9726214921,"LAT",FALSE,64,12,2,46,5,0,"R32","Jelena Ostapenko","Lesia Tsurenko","2017-frenchopen-2301","Lesia Tsurenko","Jelena Ostapenko","wta","frenchopen","Week 1",72.42,74.75,2,0,25,1,0,0,1,1,8,4,14,6,29,23,25,21,50,60
"2383","2017-520:182","French Open",2017,"Samantha Stosur","Bethanie Mattek Sands",22,117,33.1635865845,"AUS",FALSE,61,12,2,41,4,0,"R32","Bethanie Mattek Sands","Samantha Stosur","2017-frenchopen-2302","Samantha Stosur","Bethanie Mattek Sands","wta","frenchopen","Week 1",81.6521739130435,66.1785714285714,4,2,9,15,3,3,4,4,7,3,11,3,14,36,25,20,46,56
"2384","2017-520:184","French Open",2017,"Svetlana Kuznetsova","Shuai Zhang",9,34,31.9206023272,"RUS",FALSE,121,18,2,125,17,1,"R32","Shuai Zhang","Svetlana Kuznetsova","2017-frenchopen-2304","Shuai Zhang","Svetlana Kuznetsova","wta","frenchopen","Week 1",71.6046511627907,82.7863247863248,1,1,35,33,9,9,12,12,5,5,9,13,63,44,73,69,129,117
"2385","2017-520:186","French Open",2017,"Kristina Mladenovic","Shelby Rogers",14,49,24.0410677618,"FRA",FALSE,111,19,2,110,17,1,"R32","Kristina Mladenovic","Shelby Rogers","2017-frenchopen-2306","Shelby Rogers","Kristina Mladenovic","wta","frenchopen","Week 1",82.8623853211009,88.7767857142857,6,5,43,30,12,12,20,20,5,4,14,11,39,34,67,68,109,112
"2386","2017-520:187","French Open",2017,"Venus Williams","Elise Mertens",11,60,36.9472963723,"USA",FALSE,58,12,2,37,4,0,"R32","Elise Mertens","Venus Williams","2017-frenchopen-2307","Venus Williams","Elise Mertens","wta","frenchopen","Week 1",88.4146341463415,92.2037037037037,2,1,22,10,3,3,7,7,6,2,13,2,18,20,27,23,41,54
"2387","2017-520:188","French Open",2017,"Timea Bacsinszky","Ons Jabeur",31,114,27.9726214921,"SUI",FALSE,66,12,2,43,4,0,"R32","Ons Jabeur","Timea Bacsinszky","2017-frenchopen-2308","Timea Bacsinszky","Ons Jabeur","wta","frenchopen","Week 1",71.4893617021277,61.258064516129,0,1,16,12,5,5,8,8,5,1,14,2,14,27,32,28,47,62
"2388","2017-520:189","French Open",2017,"Elina Svitolina","Magda Linette",6,94,22.7104722793,"UKR",FALSE,78,13,2,66,9,0,"R32","Elina Svitolina","Magda Linette","2017-frenchopen-2309","Elina Svitolina","Magda Linette","wta","frenchopen","Week 1",67.4923076923077,61.6962025316456,2,1,22,18,9,9,11,11,2,0,5,4,25,17,47,48,65,79
"2389","2017-520:19","French Open",2017,"Andreas Seppi","Santiago Giraldo",83,107,33.2676249144,"ITA",FALSE,119,22,3,83,11,1,"R128","Andreas Seppi","Santiago Giraldo","2017-frenchopen-1119","Santiago Giraldo","Andreas Seppi","atp","frenchopen","Week 1",0,0,11,3,34,27,1,1,5,5,9,4,16,8,22,42,63,51,95,107
"2390","2017-520:190","French Open",2017,"Petra Martic","Anastasija Sevastova",290,19,26.3572895277,"CRO",FALSE,56,12,2,28,2,0,"R32","Anastasija Sevastova","Petra Martic","2017-frenchopen-2310","Anastasija Sevastova","Petra Martic","wta","frenchopen","Week 1",0,0,2,0,21,10,2,2,3,3,5,0,7,0,13,26,30,17,41,43
"2391","2017-520:191","French Open",2017,"Carla Suarez Navarro","Elena Vesnina",23,15,28.733744011,"ESP",FALSE,85,12,2,72,8,0,"R32","Carla Suarez Navarro","Elena Vesnina","2017-frenchopen-2311","Elena Vesnina","Carla Suarez Navarro","wta","frenchopen","Week 1",86.2068965517241,79.2828282828283,0,2,20,32,14,14,17,17,4,2,12,3,16,34,37,51,58,99
"2392","2017-520:193","French Open",2017,"Caroline Garcia","Su Wei Hsieh",27,109,23.6167008898,"FRA",FALSE,122,19,2,117,17,1,"R32","Caroline Garcia","Su Wei Hsieh","2017-frenchopen-2313","Su Wei Hsieh","Caroline Garcia","wta","frenchopen","Week 1",78.984126984127,63.9026548672566,8,1,46,29,3,3,4,4,8,7,14,16,48,29,69,60,126,113
"2393","2017-520:195","French Open",2017,"Veronica Cepede Royg","Mariana Duque Marino",97,115,25.3524982888,"PAR",FALSE,113,16,2,111,15,1,"R32","Mariana Duque Marino","Veronica Cepede Royg","2017-frenchopen-2315","Veronica Cepede Royg","Mariana Duque Marino","wta","frenchopen","Week 1",0,0,0,0,18,25,13,13,24,24,6,7,10,15,62,55,67,49,129,95
"2394","2017-520:196","French Open",2017,"Karolina Pliskova","Carina Witthoeft",3,73,25.1882272416,"CZE",FALSE,66,13,2,46,6,0,"R32","Carina Witthoeft","Karolina Pliskova","2017-frenchopen-2316","Carina Witthoeft","Karolina Pliskova","wta","frenchopen","Week 1",0,0,4,1,34,5,1,1,2,2,6,2,8,6,28,17,33,25,54,58
"2395","2017-520:197","French Open",2017,"Jelena Ostapenko","Samantha Stosur",47,22,19.9726214921,"LAT",FALSE,88,14,2,84,12,1,"R16","Jelena Ostapenko","Samantha Stosur","2017-frenchopen-2401","Jelena Ostapenko","Samantha Stosur","wta","frenchopen","Week 2",0,0,4,4,46,15,8,8,10,10,5,4,7,10,34,21,50,46,88,84
"2396","2017-520:198","French Open",2017,"Caroline Wozniacki","Svetlana Kuznetsova",12,9,26.8829568789,"DEN",FALSE,88,16,2,71,9,1,"R16","Caroline Wozniacki","Svetlana Kuznetsova","2017-frenchopen-2402","Caroline Wozniacki","Svetlana Kuznetsova","wta","frenchopen","Week 2",82.8313253012048,78.3947368421053,1,1,26,26,8,8,12,12,6,3,10,6,26,41,50,38,83,76
"2397","2017-520:2","French Open",2017,"Martin Klizan","Laurent Lokoli",50,285,27.8822724162,"SVK",FALSE,147,23,3,156,25,2,"R128","Laurent Lokoli","Martin Klizan","2017-frenchopen-1102","Laurent Lokoli","Martin Klizan","atp","frenchopen","Week 1",86.7212121212121,92.5289855072464,4,19,56,40,9,9,16,16,5,7,11,13,81,41,95,86,165,138
"2398","2017-520:200","French Open",2017,"Timea Bacsinszky","Venus Williams",31,11,27.9726214921,"SUI",FALSE,105,17,2,88,10,1,"R16","Timea Bacsinszky","Venus Williams","2017-frenchopen-2404","Venus Williams","Timea Bacsinszky","wta","frenchopen","Week 2",75.1720430107527,88.87,0,2,28,28,23,23,32,32,8,4,13,12,29,45,53,48,93,100
"2399","2017-520:201","French Open",2017,"Elina Svitolina","Petra Martic",6,290,22.7104722793,"UKR",FALSE,90,17,2,89,14,1,"R16","Elina Svitolina","Petra Martic","2017-frenchopen-2405","Elina Svitolina","Petra Martic","wta","frenchopen","Week 2",66.9411764705882,76.9350649350649,5,1,32,23,8,8,13,13,6,5,10,9,40,35,58,45,102,77
"2400","2017-520:202","French Open",2017,"Simona Halep","Carla Suarez Navarro",4,23,25.6700889802,"ROU",FALSE,60,12,2,36,2,0,"R16","Carla Suarez Navarro","Simona Halep","2017-frenchopen-2406","Carla Suarez Navarro","Simona Halep","wta","frenchopen","Week 2",77.4423076923077,83.8863636363636,0,0,19,5,2,2,6,6,6,1,7,6,20,25,32,16,52,44
"2401","2017-520:204","French Open",2017,"Karolina Pliskova","Veronica Cepede Royg",3,97,25.1882272416,"CZE",FALSE,85,14,2,83,13,1,"R16","Karolina Pliskova","Veronica Cepede Royg","2017-frenchopen-2408","Veronica Cepede Royg","Karolina Pliskova","wta","frenchopen","Week 2",75.3979591836735,64.6,4,2,22,23,1,1,1,1,4,4,7,10,35,30,56,41,98,70
"2402","2017-520:205","French Open",2017,"Jelena Ostapenko","Caroline Wozniacki",47,12,19.9726214921,"LAT",FALSE,96,16,2,84,10,1,"QF","Caroline Wozniacki","Jelena Ostapenko","2017-frenchopen-2501","Jelena Ostapenko","Caroline Wozniacki","wta","frenchopen","Week 2",76.3815789473684,88.125,0,1,38,6,15,15,16,16,7,4,19,6,50,25,43,51,76,104
"2403","2017-520:206","French Open",2017,"Timea Bacsinszky","Kristina Mladenovic",31,14,27.9726214921,"SUI",FALSE,79,12,2,66,8,0,"QF","Kristina Mladenovic","Timea Bacsinszky","2017-frenchopen-2502","Kristina Mladenovic","Timea Bacsinszky","wta","frenchopen","Week 2",76.1323529411765,83.6493506493507,3,0,25,16,12,12,16,16,5,3,13,6,27,34,40,38,68,77
"2404","2017-520:207","French Open",2017,"Simona Halep","Elina Svitolina",4,6,25.6700889802,"ROU",FALSE,108,16,2,101,12,1,"QF","Elina Svitolina","Simona Halep","2017-frenchopen-2503","Elina Svitolina","Simona Halep","wta","frenchopen","Week 2",76.6530612244898,77.3513513513514,2,1,26,36,8,8,10,10,6,4,23,9,27,45,58,61,98,111
"2405","2017-520:208","French Open",2017,"Karolina Pliskova","Caroline Garcia",3,27,25.1882272416,"CZE",FALSE,85,13,2,75,10,0,"QF","Caroline Garcia","Karolina Pliskova","2017-frenchopen-2504","Caroline Garcia","Karolina Pliskova","wta","frenchopen","Week 2",83.6849315068493,72.8275862068966,8,7,25,29,11,11,16,16,2,1,6,3,13,31,49,51,73,87
"2406","2017-520:209","French Open",2017,"Jelena Ostapenko","Timea Bacsinszky",47,31,19.9726214921,"LAT",FALSE,106,16,2,105,15,1,"SF","Jelena Ostapenko","Timea Bacsinszky","2017-frenchopen-2601","Jelena Ostapenko","Timea Bacsinszky","wta","frenchopen","Week 2",72.8214285714286,73.6767676767677,3,5,50,22,18,18,25,25,8,8,15,14,45,19,55,48,112,99
"2407","2017-520:21","French Open",2017,"Richard Gasquet","Arthur De Greef",25,127,30.945927447,"FRA",FALSE,110,21,3,85,12,1,"R128","Arthur De Greef","Richard Gasquet","2017-frenchopen-1121","Richard Gasquet","Arthur De Greef","atp","frenchopen","Week 1",79.1134020618557,81.0612244897959,7,4,46,30,15,15,23,23,7,3,13,7,25,34,63,51,97,98
"2408","2017-520:210","French Open",2017,"Simona Halep","Karolina Pliskova",4,3,25.6700889802,"ROU",FALSE,100,15,2,94,13,1,"SF","Karolina Pliskova","Simona Halep","2017-frenchopen-2602","Simona Halep","Karolina Pliskova","wta","frenchopen","Week 2",79.4883720930233,87.6018518518518,0,7,14,45,4,4,5,5,3,2,12,8,14,55,55,63,86,108
"2409","2017-520:211","French Open",2017,"Jelena Ostapenko","Simona Halep",47,4,19.9726214921,"LAT",FALSE,102,16,2,94,13,1,"F","Jelena Ostapenko","Simona Halep","2017-frenchopen-2701","Jelena Ostapenko","Simona Halep","wta","frenchopen","Week 2",63.5208333333333,75.48,3,0,54,8,7,7,9,9,8,6,19,16,54,10,50,48,96,100
"2410","2017-520:23","French Open",2017,"Thiago Monteiro","Alexandre Muller",95,330,22.9952087611,"BRA",FALSE,165,26,3,152,24,2,"R128","Alexandre Muller","Thiago Monteiro","2017-frenchopen-1123","Thiago Monteiro","Alexandre Muller","atp","frenchopen","Week 1",0,0,5,4,36,40,12,12,19,19,7,7,20,16,57,67,98,95,155,162
"2411","2017-520:24","French Open",2017,"Gael Monfils","Dustin Brown",16,76,30.7405886379,"FRA",FALSE,102,19,3,74,9,0,"R128","Dustin Brown","Gael Monfils","2017-frenchopen-1124","Dustin Brown","Gael Monfils","atp","frenchopen","Week 1",88.7790697674419,76.5777777777778,2,5,22,31,19,19,30,30,6,1,10,4,11,42,59,47,86,90
"2412","2017-520:25","French Open",2017,"Renzo Olivo","Jo Wilfried Tsonga",91,11,25.2046543463,"ARG",FALSE,164,25,3,162,20,1,"R128","Jo Wilfried Tsonga","Renzo Olivo","2017-frenchopen-1125","Jo Wilfried Tsonga","Renzo Olivo","atp","frenchopen","Week 1",96.820987654321,98.1524390243902,0,4,31,57,31,31,44,44,7,4,23,10,39,73,99,99,162,164
"2413","2017-520:26","French Open",2017,"Kyle Edmund","Gastao Elias",49,108,22.3874058864,"GBR",FALSE,90,19,3,66,10,0,"R128","Gastao Elias","Kyle Edmund","2017-frenchopen-1126","Kyle Edmund","Gastao Elias","atp","frenchopen","Week 1",61.9259259259259,57.52,3,5,36,17,12,12,12,12,6,2,10,3,25,19,57,42,81,75
"2414","2017-520:27","French Open",2017,"Kevin Anderson","Malek Jaziri",56,71,31.0308008214,"RSA",FALSE,121,20,3,105,15,0,"R128","Kevin Anderson","Malek Jaziri","2017-frenchopen-1127","Kevin Anderson","Malek Jaziri","atp","frenchopen","Week 1",0,0,4,1,16,16,7,7,10,10,1,1,8,3,14,6,24,24,41,35
"2415","2017-520:28","French Open",2017,"Nick Kyrgios","Philipp Kohlschreiber",19,43,22.0889801506,"AUS",FALSE,98,19,3,84,12,0,"R128","Nick Kyrgios","Philipp Kohlschreiber","2017-frenchopen-1128","Philipp Kohlschreiber","Nick Kyrgios","atp","frenchopen","Week 1",90.8041237113402,82.0470588235294,20,6,40,27,5,5,6,6,2,0,3,3,22,24,71,58,97,85
"2416","2017-520:29","French Open",2017,"David Ferrer","Donald Young",33,51,35.1567419576,"ESP",FALSE,214,34,3,182,30,2,"R128","David Ferrer","Donald Young","2017-frenchopen-1129","David Ferrer","Donald Young","atp","frenchopen","Week 1",0,0,13,5,61,63,18,18,22,22,7,5,21,15,51,66,126,130,178,218
"2417","2017-520:3","French Open",2017,"Nicolas Almagro","Marcos Baghdatis",69,62,31.7700205339,"ESP",FALSE,155,25,3,134,20,1,"R128","Marcos Baghdatis","Nicolas Almagro","2017-frenchopen-1103","Marcos Baghdatis","Nicolas Almagro","atp","frenchopen","Week 1",95.5413533834586,80.7692307692308,16,6,67,35,12,12,21,21,5,2,12,7,56,37,94,95,133,156
"2418","2017-520:31","French Open",2017,"Konstantin Kravchuk","Federico Delbonis",129,139,32.2600958248,"RUS",FALSE,109,19,3,103,13,0,"R128","Federico Delbonis","Konstantin Kravchuk","2017-frenchopen-1131","Konstantin Kravchuk","Federico Delbonis","atp","frenchopen","Week 1",0,0,7,5,33,27,4,4,5,5,2,0,8,5,23,15,71,60,104,84
"2419","2017-520:32","French Open",2017,"Marin Cilic","Ernests Gulbis",8,230,28.6652977413,"CRO",FALSE,90,18,3,66,9,0,"R128","Ernests Gulbis","Marin Cilic","2017-frenchopen-1132","Ernests Gulbis","Marin Cilic","atp","frenchopen","Week 1",90.1066666666667,91.4074074074074,8,5,26,22,3,3,6,6,4,0,5,0,19,36,58,49,75,81
"2420","2017-520:33","French Open",2017,"Milos Raonic","Steve Darcis",6,38,26.4202600958,"CAN",FALSE,86,18,3,55,9,0,"R128","Milos Raonic","Steve Darcis","2017-frenchopen-1133","Milos Raonic","Steve Darcis","atp","frenchopen","Week 1",104.314285714286,85.9718309859155,15,3,44,13,11,11,17,17,4,0,6,2,16,12,57,42,70,71
"2421","2017-520:34","French Open",2017,"Rogerio Dutra Silva","Mikhail Youzhny",79,86,33.3169062286,"BRA",FALSE,178,26,3,176,26,2,"R128","Mikhail Youzhny","Rogerio Dutra Silva","2017-frenchopen-1134","Rogerio Dutra Silva","Mikhail Youzhny","atp","frenchopen","Week 1",0,0,11,13,59,74,17,17,24,24,5,6,18,10,58,68,92,117,151,203
"2422","2017-520:35","French Open",2017,"Marco Trungelliti","Quentin Halys",162,126,27.3237508556,"ARG",FALSE,183,28,3,175,27,2,"R128","Marco Trungelliti","Quentin Halys","2017-frenchopen-1135","Marco Trungelliti","Quentin Halys","atp","frenchopen","Week 1",78.9942857142857,84.7213114754098,3,16,46,55,20,20,27,27,7,6,15,10,41,70,110,110,175,183
"2423","2017-520:36","French Open",2017,"Guillermo Garcia Lopez","Gilles Muller",153,27,33.9849418207,"ESP",FALSE,149,25,3,118,17,1,"R128","Gilles Muller","Guillermo Garcia Lopez","2017-frenchopen-1136","Guillermo Garcia Lopez","Gilles Muller","atp","frenchopen","Week 1",80.4285714285714,72.8648648648649,17,22,47,59,4,4,8,8,4,0,21,3,16,50,92,91,119,148
"2424","2017-520:37","French Open",2017,"Pablo Carreno Busta","Florian Mayer",21,44,25.8809034908,"ESP",FALSE,101,18,3,73,8,0,"R128","Florian Mayer","Pablo Carreno Busta","2017-frenchopen-1137","Pablo Carreno Busta","Florian Mayer","atp","frenchopen","Week 1",91.2133333333333,88.7676767676768,9,3,51,22,3,3,5,5,6,1,13,7,29,24,53,51,75,99
"2425","2017-520:38","French Open",2017,"Taro Daniel","Jerzy Janowicz",102,164,24.334017796,"JPN",FALSE,108,18,3,85,12,0,"R128","Jerzy Janowicz","Taro Daniel","2017-frenchopen-1138","Taro Daniel","Jerzy Janowicz","atp","frenchopen","Week 1",91.7362637362637,91.5686274509804,8,13,34,37,9,9,11,11,4,1,10,5,8,32,65,59,91,102
"2426","2017-520:39","French Open",2017,"Tommy Robredo","Daniel Evans",274,55,35.0773442847,"ESP",FALSE,120,23,3,92,15,1,"R128","Daniel Evans","Tommy Robredo","2017-frenchopen-1139","Tommy Robredo","Daniel Evans","atp","frenchopen","Week 1",75.14,74.8392857142857,6,2,38,37,15,15,15,15,9,5,13,7,27,44,66,58,100,112
"2427","2017-520:4","French Open",2017,"Juan Martin Del Potro","Guido Pella",30,115,28.6789869952,"ARG",FALSE,92,18,3,63,7,0,"R128","Guido Pella","Juan Martin Del Potro","2017-frenchopen-1104","Guido Pella","Juan Martin Del Potro","atp","frenchopen","Week 1",105.55223880597,91.8863636363636,13,3,33,17,3,3,6,6,5,0,15,0,24,31,52,48,67,88
"2428","2017-520:40","French Open",2017,"Grigor Dimitrov","Stephane Robert",13,114,26.0369609856,"BUL",FALSE,93,18,3,64,9,0,"R128","Grigor Dimitrov","Stephane Robert","2017-frenchopen-1140","Stephane Robert","Grigor Dimitrov","atp","frenchopen","Week 1",87.9166666666667,75.7260273972603,8,1,35,17,5,5,7,7,6,2,6,10,32,22,57,37,84,73
"2429","2017-520:41","French Open",2017,"Jiri Vesely","Jack Sock",57,15,23.8850102669,"CZE",FALSE,120,20,3,101,13,0,"R128","Jack Sock","Jiri Vesely","2017-frenchopen-1141","Jack Sock","Jiri Vesely","atp","frenchopen","Week 1",89.0776699029126,87.1525423728814,7,8,39,36,13,13,20,20,6,2,16,11,23,39,68,66,103,118
"2430","2017-520:42","French Open",2017,"Aljaz Bedene","Ryan Harrison",52,42,27.8631074606,"GBR",FALSE,102,21,3,70,11,1,"R128","Aljaz Bedene","Ryan Harrison","2017-frenchopen-1142","Aljaz Bedene","Ryan Harrison","atp","frenchopen","Week 1",78.1851851851852,92.021978021978,12,8,34,17,2,2,5,5,7,2,9,3,22,32,61,50,81,91
"2431","2017-520:43","French Open",2017,"Mikhail Kukushkin","Tennys Sandgren",85,113,29.4236824093,"KAZ",FALSE,93,18,3,63,7,0,"R128","Mikhail Kukushkin","Tennys Sandgren","2017-frenchopen-1143","Mikhail Kukushkin","Tennys Sandgren","atp","frenchopen","Week 1",0,0,2,2,25,20,9,9,11,11,5,0,10,3,20,26,62,39,86,70
