pitch_type,release_speed,release_spin_rate,plate_x,plate_z,type,balls,strikes,events
FF,92.7,2395,-0.3074,3.7789,S,0,0,NA
FT,93.8,2235,-0.1359,3.3607,X,0,1,field_out
FF,93.3,2280,0.9939,2.4757,S,0,0,NA
FF,93.7,2341,-0.0255,3.8827,B,0,0,NA
FF,93.2,2338,0.303,2.8643,S,1,2,strikeout
SL,88.4,2477,0.6688,1.058,S,1,1,NA
FF,92.2,2259,-1.2996,1.8408,B,0,1,NA
FF,92.9,2333,0.4733,2.7329,S,0,0,NA
CU,80.2,2579,0.8763,2.2411,X,0,0,single
FT,94.2,2277,1.1325,2.5341,S,1,2,strikeout
FF,93.6,2337,-0.5114,4.6522,B,0,2,NA
FF,92.6,2283,0.0699,3.4747,S,0,1,NA
SL,87.3,2386,0.1776,2.4909,S,0,0,NA
FF,93.6,2296,0.2562,2.9955,S,2,2,strikeout
SL,87.7,2373,-0.2449,2.2226,S,2,1,NA
FF,93.7,2353,1.4939,1.991,B,1,1,NA
FF,92.8,2345,1.8541,2.1128,B,0,1,NA
FF,93,2370,0.6357,3.466,S,0,0,NA
FF,94.6,2332,0.0678,2.9465,X,1,0,single
FF,93.9,2312,-0.878,3.4717,B,0,0,NA
FT,94,2151,0.011,1.7747,X,1,1,grounded_into_double_play
CH,86.8,1817,-0.9081,1.7793,B,0,1,NA
CU,81,2420,-0.1211,2.5287,S,0,0,NA
SL,89.1,2395,-0.8228,2.2996,X,0,2,single
SL,89.7,2471,-0.5934,2.8686,S,0,1,NA
CH,86.6,1635,-9e-4,2.7375,S,0,0,NA
CH,89.4,1728,-0.0408,1.4086,S,1,2,strikeout
FF,95.5,2418,-0.0443,2.5675,S,1,1,NA
CU,84,2604,0.4916,1.9892,S,1,0,NA
FT,94.6,2261,-1.0978,2.3772,B,0,0,NA
FF,96,2249,0.395,3.4995,X,1,2,field_out
SL,91.2,2464,1.2811,2.0653,S,1,1,NA
CH,88.9,1698,-0.3148,1.6303,S,1,0,NA
SL,90.5,2329,1.4932,2.6114,B,0,0,NA
FF,93.8,2227,-0.3078,4.0132,S,0,2,strikeout
FF,93.6,2270,-0.6466,3.3944,S,0,1,NA
FF,93.1,2232,0.9476,2.5448,S,0,0,NA
FT,96.2,2331,-0.0171,2.4701,X,1,2,field_out
FF,95.7,2366,-0.0108,2.7066,S,1,1,NA
FF,94.9,2416,-0.3654,3.3009,B,0,1,NA
CU,80.6,2586,0.7603,1.3465,S,0,0,NA
CH,89.3,1808,0.1099,2.0317,X,2,2,field_out
CH,90.2,1766,0.8082,0.7132,B,1,2,NA
FF,94.9,2399,-0.296,2.9359,S,1,1,NA
SL,90.8,2558,0.9127,2.3882,S,1,0,NA
SL,90,2525,1.2871,-0.121,B,0,0,NA
FT,95,2418,0.4525,3.03,S,2,2,strikeout
SL,89.1,2548,0.842,2.0873,S,2,2,NA
FT,94.7,2341,1.5031,2.38,B,1,2,NA
FF,94.1,2284,0.2666,4.5417,B,0,2,NA
SL,88.5,2455,0.7263,2.0986,S,0,1,NA
FF,93.9,2256,0.0876,2.9914,S,0,0,NA
SL,89.7,2586,0.6894,1.7647,S,0,2,strikeout
FT,95.6,2329,1.0526,2.6309,S,0,2,NA
CU,82.4,2609,0.0979,2.3173,S,0,1,NA
FF,95.5,2351,-0.1872,2.6551,S,0,0,NA
FF,94.7,2377,0.4115,4.0298,S,1,2,strikeout
FF,95.2,2344,0.3331,5.1901,B,0,2,NA
CH,88.8,1738,-0.5073,1.8954,S,0,1,NA
FF,94.8,2329,-0.5146,2.9957,S,0,0,NA
FT,93.9,2129,0.389,1.8304,X,0,0,field_out
FT,96.3,2342,0.732,1.9969,S,1,2,strikeout
FF,96.3,2459,-0.1275,1.9962,S,1,1,NA
FF,95.4,2384,-1.6491,2.7729,B,0,1,NA
SL,92,2563,0.8237,1.6058,S,0,0,NA
FF,95.8,2301,0.3975,2.88,X,0,0,home_run
CH,89.6,1732,0.4998,1.0998000000000001,S,1,2,strikeout
FF,95.8,2482,-0.1202,3.3771,S,1,1,NA
FF,94.5,2354,-0.857,3.0001,S,1,0,NA
FF,94.2,2279,-1.1686,2.7423,B,0,0,NA
FF,94.8,2434,-0.27,2.4234,X,1,2,field_out
SL,90.2,2545,0.5037,2.5683,S,1,1,NA
FF,94.7,2320,-0.2857,2.4558,S,1,0,NA
FF,94.7,2305,1.1203,2.6002,B,0,0,NA
FF,94.7,2408,-0.7571,3.5447,S,2,2,strikeout
CU,81.2,2524,0.2417,2.8842,S,2,2,NA
SL,88.6,2494,0.393,1.7325,S,2,2,NA
CU,79.3,2489,-0.2455,2.1639,S,2,1,NA
CU,80.2,2401,-0.1915,2.6462,S,2,0,NA
FT,92.2,2248,-0.8799,2.3393,B,1,0,NA
FT,92.4,2275,-0.9502,3.5872,B,0,0,NA
CH,87.2,1676,-0.5224,2.8511,X,2,2,field_out
CH,87.8,1610,0.2948,1.0689,B,1,2,NA
FF,92.7,2260,1.3599,2.6683,B,0,2,NA
FF,93.7,2336,0.3357,2.4305,S,0,1,NA
CU,79.9,2431,0.9026,1.8727,S,0,0,NA
FT,92.8,2234,-0.2,2.3976,S,2,2,strikeout
CU,81.9,2538,1.5926,0.7646,B,1,2,NA
SL,88.9,2578,1.522,1.5502,B,0,2,NA
CU,80.7,NA,0.0211,1.9202,S,0,1,NA
FT,91.7,2065,-0.0184,2.3477,S,0,0,NA
SL,87.9,2442,1.2544,2.6437,S,0,2,strikeout
SL,87.3,2487,1.1062,1.6778,S,0,1,NA
SL,87.8,2438,1.5794,1.7371,S,0,0,NA
FF,93.5,2282,-0.8412,3.1249,B,3,1,walk
SL,89.5,2503,-0.3638,1.4521,B,2,1,NA
FF,93.1,2286,0.1761,3.0811,S,2,0,NA
CH,90.4,1590,1.8207,2.3168,B,1,0,NA
FF,93.8,2281,-0.2753,4.2461,B,0,0,NA
FT,94.3,2246,-0.8868,3.3586,X,0,1,home_run
CU,82.5,NA,-0.1325,1.8771,S,0,0,NA
SL,89.7,2539,0.4203,2.6602,X,0,0,sac_fly
CH,87.6,1707,-0.0449,0.9766,X,0,1,single
FT,93.4,2310,0.0102,1.7502,S,0,0,NA
FT,93.5,2283,0.142,2.3361,X,0,0,single
CU,81.3,2579,-0.0709,2.3445,X,0,1,single
SL,88.6,2502,0.7709,2.3744,S,0,0,NA
FF,94.3,2274,0.0825,3.0234,X,2,0,field_out
CH,87.9,1667,0.941,1.1587,B,1,0,NA
FF,93.5,2312,1.0039,3.0685,B,0,0,NA
FF,95.4,2494,0.7595,2.3819,S,3,2,strikeout
SL,90.9,2457,-0.254,2.3765,S,3,2,NA
CH,88.8,1700,-0.4895,2.1565,S,3,2,NA
CU,82.5,2554,-0.6753,2.7084,S,3,2,NA
FF,95.1,2396,0.6102,4.263,B,2,2,NA
CU,82.4,2663,-0.0997,1.9692,S,2,2,NA
CU,82.9,2786,-0.4809,1.7011,S,2,2,NA
CH,88.8,1670,0.5584,2.4483,S,2,1,NA
FF,95,2332,0.1839,3.7252,B,1,1,NA
SL,90.4,2488,1.4349,1.4779,B,0,1,NA
CU,82.3,NA,-0.3707,1.654,S,0,0,NA
SL,89.8,2535,1.1269,1.7955,X,1,2,field_out
CU,83,NA,1.2736,2.1839,S,1,2,NA
CH,88.2,1712,0.8695,3.3759,S,1,1,NA
CH,88.3,1710,1.2027,1.8602,B,0,1,NA
SL,88.8,2527,0.4521,1.696,S,0,0,NA
SL,89.8,2503,0.6861,2.2515,X,3,1,single
,NA,NA,NA,NA,B,2,1,NA
CH,88.5,1710,0.7442,1.8443,S,2,0,NA
FT,93.6,2366,1.6179,1.0556,B,1,0,NA
SL,89.9,2477,1.3944,1.2434,B,0,0,NA
CU,84.5,NA,-0.0366,1.1213,S,0,2,strikeout
FT,94.9,2311,0.2352,1.8962,S,0,1,NA
FF,94.3,2398,1.0012,2.8883,S,0,0,NA
CU,83.9,NA,0.549,1.2136,X,1,1,single
SL,88.7,2481,1.4526,1.6125,S,1,0,NA
SL,89.4,2488,1.7813,1.916,B,0,0,NA
CH,89.1,1545,-0.1025,1.372,X,2,2,field_out
FF,94.6,2248,1.027,3.1505,S,2,1,NA
CU,82.9,NA,1.0175,1.4533,B,1,1,NA
SL,89.6,2460,1.1509,1.3027,B,0,1,NA
CU,81.9,NA,0.218,2.1935,S,0,0,NA
FT,94.5,2221,0.6434,3.2454,X,2,2,field_out
CU,82.5,2697,0.5868,1.2224,B,1,2,NA
FF,95.5,2217,-1.4727,4.2572,B,0,2,NA
CU,81.1,2580,-0.1167,2.9426,S,0,1,NA
SL,88.7,2406,-0.0983,2.1189,S,0,0,NA
FF,94.9,2274,0.6641,2.9897,S,0,2,strikeout
FF,94.6,2284,0.975,2.1248,S,0,1,NA
FF,93.2,2116,0.9137,2.8331,S,0,0,NA
CU,81.8,2528,-0.2616,2.8394,X,1,1,force_out
FT,94.7,2298,1.1208,2.5286,B,0,1,NA
FF,94.1,2375,0.5269,2.2718,S,0,0,NA
CH,88.4,1696,-0.0249,2.379,X,1,0,field_out
FF,94.6,2326,1.1363,3.7343,B,0,0,NA
SL,90.3,2439,0.7256,2.3092,X,2,1,field_out
CH,88.8,1617,1.1938,2.4605,B,1,1,NA
SL,89.7,2505,1.6217,1.1259,B,0,1,NA
SL,89.5,2469,1.0122,1.6524,S,0,0,NA
FF,93.4,2331,-1.7561,4.3918,B,1,1,hit_by_pitch
FF,94.8,2215,0.3329,3.0093,S,1,0,NA
FF,94.2,2327,0.0354,3.7637,B,0,0,NA
CH,88.7,1744,-0.6307,3.0978,X,2,1,field_out
SL,92.5,2585,1.425,1.3669,B,1,1,NA
FF,95.7,2242,0.607,2.289,S,1,0,NA
FF,96.2,2202,0.8399,1.4015,B,0,0,NA
FF,95.1,2383,-0.4873,2.5018,X,1,2,single
SL,90.8,2456,0.7137,1.62,S,1,1,NA
FF,95.9,2346,0.4596,1.4342,B,0,1,NA
FF,94.7,2260,0.0921,3.2348,S,0,0,NA
FF,94.4,2269,-0.0573,3.0354,X,2,0,field_out
SL,90.8,2591,1.728,1.9008,B,1,0,NA
FF,94.4,2249,0.0904,3.3491,B,0,0,NA
CH,88.7,1648,-0.3174,2.8379,X,0,1,field_out
FT,94.4,2164,0.2,2.4615,S,0,0,NA
FF,94.3,2514,1.1092,2.9338,S,0,2,strikeout
SL,88.1,2429,0.1378,2.5042,S,0,1,NA
FF,93.5,2313,0.1199,3.2045,S,0,0,NA
FF,93.8,2449,0.0468,3.2253,X,2,2,field_out
SL,88.1,2611,0.5791,2.1557,S,2,2,NA
CU,81.1,2662,1.3487,1.3683,B,1,2,NA
FF,93.9,2367,-0.3385,3.3189,S,1,1,NA
SL,87.9,2550,-0.7525,2.5062,S,1,0,NA
FF,93.7,2434,0.3214,3.3322,B,0,0,NA
CU,82,2658,0.1685,1.6814,X,0,1,field_out
FF,94.3,2455,0.8705,2.3924,S,0,0,NA
FF,94.4,2465,0.3145,3.5026,B,3,0,walk
FT,94.3,2343,0.3359,1.2914,B,2,0,NA
SL,88.2,2611,-1.2148,3.1599,B,1,0,NA
FF,94.2,2435,0.7163,1.6825,B,0,0,NA
FF,92.8,2339,0.0975,3.8806,B,3,0,walk
CH,87.2,1859,0.7695,1.356,B,2,0,NA
SL,88.2,2394,-0.328,3.5369,B,1,0,NA
FF,93.4,2361,1.0375,3.6781,B,0,0,NA
SL,87.5,2529,0.2562,2.4491,X,2,2,single
FF,94.5,2418,0.7395,2.1392,S,2,2,NA
CU,81.1,2575,0.8594,0.674,B,1,2,NA
SL,88.2,2696,1.3523,1.9532,B,0,2,NA
CH,86.8,1667,0.0807,2.9866,S,0,1,NA
FT,91.6,2221,0.5038,2.8295,S,0,0,NA
SL,90.4,2597,0.551,2.0045,X,1,1,field_out
CU,80.1,2669,0.1812,0.8044,S,1,0,NA
SL,89.9,2460,1.3773,1.7132,B,0,0,NA
SL,89.4,2672,0.5821,2.2758,X,1,2,field_out
CU,80.5,2693,0.3599,0.8658,B,0,2,NA
FF,93.8,2389,0.9758,3.1222,S,0,1,NA
FF,92.5,2370,0.1739,3.4531,S,0,0,NA
FF,94.5,2413,-0.4213,3.9244,S,1,2,strikeout
CU,81.5,2569,-0.581,3.0212,S,1,1,NA
FF,92.4,2414,0.1377,3.1538,S,1,0,NA
FF,92.1,2391,0.6275,3.5012,B,0,0,NA
CU,83,2642,0.4374,2.0588,S,2,2,strikeout
FF,94.2,2356,0.0248,2.6727,S,2,2,NA
CH,88.6,1586,0.3849,1.3714,S,2,2,NA
SL,90.1,2642,1.5909,1.5747,B,1,2,NA
FT,95.5,2227,0.3735,0.9408,B,0,2,NA
CU,81.4,2646,0.6507,1.3676,S,0,1,NA
FF,94.8,2369,1.075,2.8247,S,0,0,NA
CH,89.3,1721,-0.3527,2.3846,X,1,1,field_out
SL,89.8,2661,1.1362,1.419,S,1,0,NA
FF,94.7,2362,1.5935,1.6667,B,0,0,NA
SL,89.9,2463,0.6404,1.3915,X,0,1,field_out
SL,89.1,2540,1.2297,1.1175,S,0,0,NA
SL,90.7,2554,0.817,2.263,X,3,2,field_out
SL,91.8,2535,1.1304,1.9077,S,3,2,NA
CH,88,1970,-1.6004,2.634,B,2,2,NA
FF,96.4,2409,1.4277,2.3993,B,1,2,NA
CU,82.5,2645,1.8906,0.7074,B,0,2,NA
SL,90.9,2443,1.0128,2.1236,S,0,1,NA
CH,89.8,1666,-0.3748,1.4733,S,0,0,NA
FF,94.9,2343,-0.771,2.7761,X,0,1,double
SL,90,2507,0.4765,2.5005,S,0,0,NA
FF,94.9,2319,0.6172,3.2362,B,3,0,walk
SL,90.8,2532,1.1535,2.3726,B,2,0,NA
CU,82.3,2652,0.8937,2.3977,B,1,0,NA
FF,95.2,2390,1.6625,3.1855,B,0,0,NA
SL,89.6,2547,0.7808,2.5185,X,0,1,field_out
SL,89.4,2453,0.646,2.133,S,0,0,NA
CH,89,1943,-0.1294,1.9994,X,1,2,field_out
FF,94.8,2367,0.3936,2.6672,S,1,2,NA
SL,91,2609,1.7876,0.2624,B,0,2,NA
SL,90.1,2644,1.3467,1.0107,S,0,1,NA
FF,93.8,2192,1.0006,2.6999,S,0,0,NA
FF,95.2,2399,0.2707,2.7053,X,0,0,field_out
CU,82.4,2753,0.8032,1.5468,S,0,2,strikeout
FF,95.2,2479,0.2368,2.8258,S,0,1,NA
SL,90.2,2539,0.3119,2.6112,S,0,0,NA
SL,89.7,2495,1.1664,2.7334,X,0,2,field_out
CH,88.1,1908,-0.3451,0.9979,S,0,2,NA
FF,92.6,2275,-0.3349,3.0028,S,0,1,NA
FF,93.6,2336,0.7096,2.6594,S,0,0,NA
SL,89.6,2374,0.7756,1.477,X,2,0,grounded_into_double_play
FF,95.3,2345,-1.0531,1.7814,B,1,0,NA
FF,94,2330,1.1057,1.0467,B,0,0,NA
SL,90.4,2338,0.5352,1.3718,S,0,2,strikeout
FF,95.8,2376,-0.1298,3.0955,S,0,1,NA
SL,91.3,2451,-0.8315,2.8509,S,0,0,NA
FF,95,2222,-0.0446,2.0719,X,0,2,single
FF,93.9,2246,0.3833,1.8322,S,0,1,NA
FF,94.2,2194,-0.6251,2.1788,S,0,0,NA
FF,94.4,2382,-0.0772,1.414,X,0,0,double
FT,94.2,2284,1.1152,2.634,S,2,2,strikeout
FF,93.4,2283,-0.7286,2.8916,S,2,2,NA
SL,89.4,2424,0.8165,1.7204,S,2,1,NA
SL,89.4,2432,1.7987,1.2741,B,1,1,NA
SL,88.3,2363,0.7966,3.4201,S,1,0,NA
FT,93.9,2129,0.5588,1.5591,B,0,0,NA
SL,89.8,2457,-0.5324,3.2104,S,0,2,strikeout
FF,94.3,2331,0.6989,3.6196,S,0,2,NA
FF,93.5,2336,0.4526,3.6149,S,0,1,NA
FF,93,2270,0.2371,3.2367,S,0,0,NA
CH,85.6,1758,0.8205,2.0117,X,2,2,single
FF,93.2,2390,1.6494,1.7526,B,1,2,NA
CH,85,1658,0.3421,1.6066,S,1,1,NA
CH,85.9,1643,0.1379,1.924,S,1,0,NA
FF,92.6,2365,1.8949,0.43120000000000003,B,0,0,NA
CH,86.2,1710,0.1766,1.5915,X,0,1,field_out
SL,88.8,2463,0.1682,3.5262,S,0,0,NA
FT,92.6,2282,-0.2185,3.4395,X,0,1,field_out
FF,92.7,2267,0.5369,3.2627,S,0,0,NA
FF,92.3,2265,0.5524,2.736,X,2,0,field_out
FT,92.4,2174,-0.2163,3.978,B,1,0,NA
FT,92.7,2123,1.2029,1.3708,B,0,0,NA
FF,93.9,2119,0.402,2.7503,X,3,2,field_out
FF,93.8,2232,0.4679,1.7601,S,3,1,NA
FF,94.2,2169,1.1788,2.667,B,2,1,NA
FF,94.5,2212,0.0744,2.7281,S,2,0,NA
CH,86.2,3171,0.8252,1.169,B,1,0,NA
SL,89.9,2469,1.5048,2.02,B,0,0,NA
CU,82.8,NA,0.4446,1.5249,X,1,1,single
FF,93.7,2252,1.4963,1.9268,B,0,1,NA
FF,93.7,2334,0.6116,2.3749,S,0,0,NA
FF,93.7,2309,0.4177,3.3946,X,1,0,single
FT,93.7,2271,1.1133,0.8294,B,0,0,NA
SL,88.9,2518,0.3132,2.4584,X,2,0,field_out
FT,92.2,2288,0.269,3.5245,B,1,0,NA
FF,93.9,2449,0.6693,3.7632,B,0,0,NA
FT,93.4,2336,0.30620000000000003,3.2639,X,0,0,field_out
FF,93,2352,-1.0046,3.9702,B,3,2,walk
FF,94.1,2407,1.4332,2.4674,B,2,2,NA
FT,93.9,2277,-0.2308,2.4392,S,2,1,NA
FF,93.7,2410,0.504,2.7135,S,2,0,NA
CH,86.5,1696,1.0403,1.198,B,1,0,NA
CU,81.3,2678,1.7681,0.9727,B,0,0,NA
FF,94.5,2340,0.5086,2.9034,X,3,2,field_out
SL,89.6,2443,-0.0511,3.1525,S,3,2,NA
CH,89.1,1751,0.035,0.5047,B,2,2,NA
SL,90.6,2579,0.5081,2.4688,S,2,2,NA
FF,94.6,2380,-0.1222,3.5757,S,2,1,NA
SL,90,2437,1.5527,2.2454,B,1,1,NA
CH,88.9,1923,0.4875,1.3129,B,0,1,NA
SL,90.9,2459,0.4781,1.6429,S,0,0,NA
FF,93.8,2374,-0.3558,3.758,S,3,2,strikeout
FF,94.9,2461,0.428,3.815,B,2,2,NA
CH,88.1,1788,-0.0342,0.5201,B,1,2,NA
FT,94.3,2347,0.1798,3.2655,S,1,2,NA
FF,95.5,2491,-0.2055,4.6041,B,0,2,NA
CU,81.3,2770,0.3879,2.0813,S,0,1,NA
FT,94.8,2352,0.157,2.9078,S,0,0,NA
FF,95,2459,-0.7311,3.2,S,2,2,strikeout
CH,87.7,1594,-0.1988,0.9144,S,2,2,NA
FF,94.6,2439,0.3001,3.7405,S,2,2,NA
CH,87.1,1550,-1.0114,2.2614,S,2,1,NA
FF,94,2352,0.959,3.9324,B,1,1,NA
CH,87.7,1574,-1.4594,3.0416,B,0,1,NA
CU,79.6,2632,-1.0811,1.9104,S,0,0,NA
FF,95.2,2311,-0.3264,3.3974,S,0,2,strikeout
FF,94.4,2353,-0.7701,3.1305,S,0,1,NA
CU,80.9,2701,0.9887,1.7911,S,0,0,NA
CU,83.3,2563,0.2547,1.8766,X,2,2,field_out
FF,94.3,2298,0.7603,2.1133,S,2,1,NA
CU,82.7,2597,1.4111,1.492,B,1,1,NA
SL,89.1,2523,0.6408,2.887,S,1,0,NA
FF,95.2,2435,1.4427,2.2016,B,0,0,NA
CH,89.5,1814,0.715,1.8574,X,2,2,single
FT,95.9,2250,0.7127,2.6637,S,2,2,NA
FT,95.9,2248,-0.109,2.8727,S,2,1,NA
CH,89.3,1702,-0.3547,1.1388,B,1,1,NA
FF,94.1,2264,-1.026,3.6107,B,0,1,NA
FF,95.7,2299,0.5207,2.1631,S,0,0,NA
FT,94.7,2250,-0.7456,2.8752,X,2,1,field_out
CH,87.4,1804,-0.3213,1.9249,S,2,0,NA
SL,89.9,2540,1.0381,1.0646,B,1,0,NA
FF,94.5,2202,1.1298,3.0985,B,0,0,NA
FF,96.6,2338,0.3664,3.3048,X,1,2,field_out
CH,89,1693,-0.5872,2.7672,S,1,1,NA
CH,87.3,1797,-1.3798,2.6377,B,0,1,NA
CU,81.7,2628,0.209,2.1758,S,0,0,NA
CH,88.9,1912,-0.4547,1.9838,S,2,2,strikeout
FF,96.2,2364,0.4323,1.8515,S,2,1,NA
CH,90,1710,-1.2033,1.0629,B,1,1,NA
FF,94.7,2287,-1.7133,2.274,B,0,1,NA
FF,95.3,2334,0.3881,2.4823,S,0,0,NA
SL,91.5,2577,0.1697,1.8248,S,3,2,strikeout
FF,95.6,2395,0.2894,3.3413,S,3,2,NA
CH,90,1884,-1.4621,0.6389,B,2,2,NA
SL,91,2539,0.6676,1.6735,B,1,2,NA
FF,95.9,2468,0.8863,3.8532,S,1,2,NA
SL,91.3,2502,-0.4831,2.6213,S,1,2,NA
FF,95.4,2384,1.0642,3.0179,S,1,1,NA
CH,88.1,1587,-1.3268,1.7102,B,0,1,NA
FT,94.9,2256,0.2704,2.718,S,0,0,NA
