pitch_type,release_speed,release_spin_rate,plate_x,plate_z,type,balls,strikes,events
SL,91.2,2480,0.7629,0.9484,B,1,0,NA
SL,90.5,2512,1.2316,2.0663,B,0,0,NA
CH,89,1561,-0.0423,2.9258,X,1,1,field_out
FF,97.2,2489,0.0593,4.0577,B,0,1,NA
CU,83.6,2614,0.6013,1.7556,S,0,0,NA
SL,92.3,2555,0.3665,2.4161,X,1,1,double
CH,91.7,1733,-0.0669,0.2107,B,0,1,NA
FF,97.2,2356,-0.3522,2.9318,S,0,0,NA
FF,95.9,2493,-0.2343,3.628,S,0,2,strikeout
CU,83.7,2645,0.4163,1.889,S,0,1,NA
FF,96.4,2418,0.2909,2.2753,S,0,0,NA
FF,97.2,2467,0.908,2.9476,X,1,1,field_out
FT,96.1,2358,0.1887,1.2225,B,0,1,NA
FF,96.1,2473,0.8973,3.3416,S,0,0,NA
FF,96.4,2372,-0.1012,3.6946,S,1,2,strikeout
FF,97.5,2489,0.6925,2.7549,S,1,2,NA
SL,91.5,2578,1.415,1.9308,B,0,2,NA
FT,96.4,2191,-0.1387,1.7861,S,0,1,NA
CU,83.3,2492,0.3988,2.2998,S,0,0,NA
SL,91,2425,0.2983,2.6345,X,0,0,field_out
FF,97.1,2325,0.8031,3.8868,X,3,2,field_out
CH,89.6,1715,-1.2054,2.5198,S,3,2,NA
SL,93.5,2521,-1.0305,2.1264,B,2,2,NA
CU,83.6,2595,2.1403,0.2497,B,1,2,NA
FF,96.7,2415,1.3026,3.9604,B,0,2,NA
SL,91.5,2425,0.7389,2.1109,S,0,1,NA
FT,96.5,2124,-0.2022,2.6529,S,0,0,NA
SL,92.7,2361,-0.4999,2.4113,X,2,2,single
CH,89.6,1857,-1.1092,2.5415,S,2,2,NA
FF,97.1,2413,-0.5669,3.1696,S,2,2,NA
FT,96.8,2197,0.5997,3.2429,S,2,2,NA
SL,92.1,2579,-0.2097,2.0393,S,2,2,NA
FF,96,2410,0.4903,3.9704,S,2,1,NA
SL,92.2,2484,0.0405,1.8904,S,2,0,NA
FF,96,2371,1.0888,3.315,B,1,0,NA
FF,96,2244,0.899,3.3041,B,0,0,NA
SL,91.5,2499,0.5822,2.3208,X,1,0,force_out
SL,90.8,2485,0.173,1.3611,B,0,0,NA
CH,89.1,1745,-0.6296,1.9479,X,3,2,single
SL,92.7,2488,-1.1879,2.7351,B,2,2,NA
CH,88.8,1809,-0.8044,2.1402,S,2,1,NA
SL,91,2530,-0.139,2.4197,S,2,0,NA
CU,83.2,2725,-0.8962,3.2854,B,1,0,NA
FF,95.9,2455,-0.9146,3.7386,B,0,0,NA
CU,83.7,2687,-0.9123,2.7453,S,2,2,strikeout
FF,97.2,2451,0.3089,4.0905,B,1,2,NA
FF,96.9,2344,-0.6729,3.8439,B,0,2,NA
FF,97,2481,0.6977,2.7561,S,0,1,NA
FF,96.6,2402,0.4542,2.5107,S,0,0,NA
FF,95.5,2382,0.0215,2.017,X,2,1,field_out
FF,96,2475,1.21,0.8569,B,1,1,NA
FF,96.4,2468,1.0986,2.1288,B,0,1,NA
FF,96.3,2423,0.8043,2.3855,S,0,0,NA
FF,96.3,2194,-0.171,2.3812,X,0,0,field_out
SL,90.1,2416,0.1285,1.8194,X,1,0,field_out
SL,90.4,2497,-0.1212,3.4287,B,0,0,NA
FF,98.7,2452,0.3024,1.7679,X,2,2,single
SL,93,2699,0.2209,0.9244,S,2,1,NA
SL,92.2,2640,0.7334,0.9654,B,1,1,NA
FT,96.4,2348,-0.2753,2.729,S,1,0,NA
FF,96.9,2485,-0.7619,2.0454,B,0,0,NA
FT,96.5,2300,-0.2359,1.8157,X,0,0,field_out
FF,97.4,2331,0.6515,2.5381,X,0,0,field_out
SL,91.5,2572,0.7332,2.0474,X,0,2,field_out
FF,96,2345,-0.6048,2.9626,S,0,1,NA
FF,97.5,2330,-0.1628,3.6636,S,0,0,NA
FF,97.5,2232,0.4136,2.778,X,0,1,field_out
FF,96.4,2119,-0.0568,2.9703,S,0,0,NA
SL,91.6,2390,0.4826,2.7048,X,0,0,field_out
SL,91.9,2507,-0.0595,2.4766,X,3,2,field_out
CH,88.8,1625,0.0547,1.6424,S,3,1,NA
FT,96,2486,1.0919,3.451,B,2,1,NA
FF,95.6,2487,1.5676,4.0644,B,1,1,NA
SL,90,2513,1.5054,2.6488,B,0,1,NA
SL,90.4,2544,1.0593,1.6288,S,0,0,NA
CH,88,1860,-2.0307,3.6508,B,0,1,hit_by_pitch
SL,91.5,2548,0.5242,1.7089,S,0,0,NA
SL,90.4,2485,0.2609,2.1087,X,0,0,field_out
FF,96.8,2471,-0.0189,3.8077,S,0,2,strikeout
SL,91,2565,-0.8016,2.4335,S,0,2,NA
SL,90.1,2580,1.2193,1.7459,S,0,1,NA
CU,84.6,2537,0.0918,1.7982,S,0,0,NA
FT,95.8,2321,1.1009,2.1803,S,3,2,strikeout
CH,88.5,1768,0.1721,-0.014,B,2,2,NA
CH,89,2024,0.5932,0.1691,B,1,2,NA
CH,89.3,1846,-0.1657,0.9116,B,0,2,NA
CH,88.6,1797,-0.4777,1.5027,S,0,1,NA
FF,95.3,2403,0.8496,1.8199,S,0,0,NA
CH,86.7,1589,-0.7967,2.602,X,0,0,field_out
SL,90.8,2574,0.9779,2.4844,S,1,2,strikeout
CH,88.2,1904,-0.4833,2.8134,S,1,2,NA
SL,92.8,2681,0.4958,1.1018,S,1,1,NA
SL,92.1,2521,2.562,1.129,B,0,1,NA
FF,95,2257,0.9612,2.9289,S,0,0,NA
CH,87.1,1965,-0.9865,2.7332,X,0,1,field_out
CH,88.7,1973,-0.1499,1.5426,S,0,0,NA
CH,87.7,1632,-0.5867,2.1235,X,1,2,field_out
FT,94.4,2244,-1.2352,2.0696,S,1,1,NA
FT,93.6,2271,0.6918,2.6947,B,0,1,NA
SL,88.7,2322,0.7787,2.969,S,0,0,NA
CH,88.9,1657,-0.5111,1.1473,S,2,2,strikeout
FF,95.3,2398,1.4983,3.7948,B,1,2,NA
CU,80.9,2586,1.9701,0.506,B,0,2,NA
SL,89,2442,0.6007,2.1751,S,0,1,NA
CU,81.8,2367,0.145,1.8724,S,0,0,NA
SL,89.5,2362,1.7966,1.1634,B,3,2,walk
CH,89.1,1754,1.3205,0.0241,B,2,2,NA
FT,94.5,2264,1.1387,2.5489,S,2,2,NA
FT,94.5,2275,1.9395,2.0808,B,1,2,NA
SL,91.3,2590,2.2766,0.5823,B,0,2,NA
FT,94,2348,0.5235,2.7004,S,0,2,NA
SL,89.2,2454,-0.0875,2.7942,S,0,1,NA
FF,95,2345,-0.0833,2.359,S,0,0,NA
FF,95.6,2377,-0.0963,3.3664,X,1,2,home_run
FT,94.5,2279,0.0147,3.6683,S,1,1,NA
SL,89.2,2474,0.9517,2.672,S,1,0,NA
CU,83,2659,1.5235,1.3596,B,0,0,NA
SL,90.3,2490,1.4818,1.4873,X,0,1,field_out
FF,94.9,2445,0.9226,3.3089,S,0,0,NA
FT,93.6,2477,0.0794,2.2997,X,0,1,single
SL,89.2,2617,0.64,2.7527,S,0,0,NA
FF,96.6,2279,-0.0164,3.2864,X,0,2,field_out
FF,96.2,2353,0.7058,3.0464,S,0,2,NA
SL,89.1,2439,0.824,2.3118,S,0,1,NA
FT,94.9,2328,-0.7084,2.8303,S,0,0,NA
FT,94.1,2316,-0.6925,2.1062,X,0,1,field_out
SL,89.6,2453,0.67,2.3773,S,0,0,NA
FF,96.5,2334,0.4043,2.9463,X,1,2,field_out
SL,90.5,2503,1.0019,1.9745,S,1,1,NA
CH,87.2,1810,-0.8726,1.2606,B,0,1,NA
CH,87.1,1733,-0.1944,1.6148,S,0,0,NA
FF,95.2,2261,0.5861,2.8208,X,0,0,field_out
FF,95.3,2244,0.6203,3.7565,S,3,2,strikeout
FF,96.4,2362,-0.2754,4.3284,B,2,2,NA
SL,89.7,2533,1.3844,2.8403,B,1,2,NA
FF,96.1,2303,0.6729,3.6658,S,1,1,NA
FF,95.7,2318,1.0682,3.2516,S,1,0,NA
CH,88.8,1774,0.1257,0.8769,B,0,0,NA
FF,95.5,2352,0.2442,3.4905,S,1,2,strikeout
SL,88.9,2688,1.4663,1.7975,B,0,2,NA
SL,88.8,2592,0.7624,1.8513,S,0,1,NA
CU,81.9,2509,0.3962,2.3305,S,0,0,NA
FT,96.3,2246,0.808,2.3543,S,3,2,strikeout
SL,90.9,2554,0.5829,2.3736,S,3,1,NA
SL,90.3,2493,1.5403,1.1158,B,2,1,NA
SL,91.7,2629,1.603,2.1008,B,1,1,NA
FT,95.8,2235,-0.6325,2.4142,S,1,0,NA
SL,91.4,2385,1.5166,2.2934,B,0,0,NA
CU,84,2775,0.2309,1.7429,X,1,0,triple
FF,96.4,2398,-0.8337,2.574,B,0,0,NA
SL,90.4,2695,0.6577,1.901,X,1,2,field_out
FF,95.8,2429,-0.253,4.3874,B,0,2,NA
FT,95.3,2365,-0.1648,3.2222,S,0,1,NA
FF,95.8,2356,0.8215,2.3875,S,0,0,NA
FF,96.1,2330,0.6598,3.2858,X,0,1,field_out
FF,95.1,2170,-0.0163,2.9357,S,0,0,NA
SL,89.7,2583,0.6775,1.9883,X,1,0,field_out
SL,90.5,2457,1.2964,1.1255,B,0,0,NA
FF,97.3,2374,0.2345,2.6772,S,2,2,strikeout
SL,89.1,2593,0.6863,2.2983,S,2,2,NA
FF,97.1,2426,-0.8542,4.3884,B,1,2,NA
FF,96.4,2332,-0.0828,4.8208,B,0,2,NA
FF,97,2413,0.0122,3.1774,S,0,2,NA
FF,96.8,2421,-0.2454,3.9857,S,0,1,NA
CU,83.5,2661,-0.4538,1.6879,S,0,0,NA
FF,96.4,2330,-0.5834,2.3851,X,1,2,field_out
FF,95.6,2282,-0.1215,4.7411,B,0,2,NA
FF,95.6,2310,-0.6764,1.9716,S,0,1,NA
SL,89.9,2413,-0.3089,3.3308,S,0,0,NA
FF,96.2,2221,-0.2436,1.6801,X,2,1,double
FF,96.6,2289,-0.2102,4.1968,B,1,1,NA
FF,95.9,2295,-0.3253,3.3942,S,1,0,NA
FF,95.5,2257,-1.3227,3.182,B,0,0,NA
FT,94.1,2131,-0.566,2.8117,X,0,0,field_out
SL,89.4,2279,0.5021,1.9251,X,1,1,single
SL,90.4,2295,1.1973,1.7543,S,1,0,NA
FF,94.4,2225,0.015,4.0227,B,0,0,NA
FT,92.6,1969,0.0842,2.7733,X,0,1,single
FT,92.9,1958,0.5486,3.3722,S,0,0,NA
FF,93.8,2186,-0.9245,3.0881,B,3,0,walk
FT,93.6,2120,-1.0409,3.4248,B,2,0,NA
CH,90.1,1683,0.7108,0.5097,B,1,0,NA
SL,91.5,2452,1.0986,1.7458,B,0,0,NA
FT,93.8,2146,-0.3201,2.4513,X,1,1,field_out
FT,94.5,2085,0.7489,1.1259,B,0,1,NA
SL,90.3,2340,1.0135,2.937,S,0,0,NA
CH,87.4,1564,-0.3519,2.6282,X,2,2,home_run
CH,89.2,1586,0.4074,0.1807,B,1,2,NA
CH,88.8,1626,-0.9344,1.4698,B,0,2,NA
FF,93.8,2064,-0.9463,2.3516,S,0,1,NA
CH,87.7,1609,0.58,1.4956,S,0,0,NA
FF,93.5,2092,0.0312,2.226,X,3,1,single
FF,93.4,2086,0.5425,2.9022,S,3,0,NA
CH,89.3,1770,0.6304,0.4918,B,2,0,NA
CU,81.5,2562,-0.9773,4.1433,B,1,0,NA
CH,88.8,1685,0.4043,0.9648,B,0,0,NA
SL,89.4,2429,1.1238,0.8565,S,1,2,strikeout
FF,93.5,2229,0.5251,3.1337,S,1,1,NA
FF,93.6,2381,1.4481,3.6175,B,0,1,NA
CU,80.7,NA,-0.1956,2.837,S,0,0,NA
CH,88.2,1613,-0.5306,2.2399,S,0,2,strikeout
FF,95,2177,0.8952,3.1014,S,0,2,NA
CH,87.4,1716,0.1652,1.79,S,0,1,NA
CH,87.3,1727,0.0528,1.4576,S,0,0,NA
CH,88.3,1713,-1.038,1.8047,S,2,2,strikeout
FF,93.8,2240,-0.2222,1.6108,S,2,1,NA
SL,90.3,2452,1.1666,1.5237,S,2,0,NA
CH,88.5,1770,0.9009,1.1728,B,1,0,NA
SL,90.1,2522,1.3895,2.3929,B,0,0,NA
SL,90.2,2507,0.8607,1.6047,S,0,2,strikeout
FF,94.6,2237,0.7047,3.7691,S,0,1,NA
CH,87.9,1515,0.2225,1.7154,S,0,0,NA
CH,88.1,1796,-0.0938,2.1175,X,0,0,field_out
CH,90,1706,-0.456,1.2456,X,0,1,field_out
CH,89.6,1779,-0.0642,2.3181,S,0,0,NA
CH,88,1657,-0.1405,2.4712,S,1,2,strikeout
CH,87.9,1658,-1.3524,1.6261,B,0,2,NA
CH,87.1,1616,-0.7005,1.5297,S,0,1,NA
CH,88.6,1659,0.3393,0.9932,S,0,0,NA
FT,94.4,2148,-0.0987,1.9844,X,0,1,force_out
CU,83.1,2568,0.6758,2.8195,S,0,0,NA
FF,96.1,2384,1.8412,3.2808,B,1,1,hit_by_pitch
CH,86.9,1582,-1.3531,3.7433,B,0,1,NA
CH,88.6,1569,0.1187,1.8553,S,0,0,NA
SL,88.8,2387,0.9412,2.1913,S,1,2,strikeout
CU,81.4,NA,0.5142,2.421,S,1,1,NA
CU,83.8,NA,0.8586,0.5849,B,0,1,NA
CU,80.9,2467,0.2554,1.6917,S,0,0,NA
SL,90.4,2457,0.8371,1.9809,X,2,2,field_out
SL,89.7,2429,1.4582,1.5548,S,2,1,NA
FT,94.6,2088,0.3459,1.4206,B,1,1,NA
FT,95,2273,0.7879,0.6375,B,0,1,NA
FF,95.1,2387,-0.2634,3.3026,S,0,0,NA
SL,89.3,2557,1.1323,1.9984,X,0,2,single
FT,93.9,2232,-0.6035,2.8569,S,0,1,NA
CU,81.3,2453,0.1026,2.4907,S,0,0,NA
SL,91.4,2447,0.5698,1.1949,S,2,2,strikeout
FF,96.2,2337,0.667,4.1812,B,1,2,NA
SL,91.1,2373,0.8867,1.765,S,1,1,NA
FT,94.9,2208,0.3947,2.4222,S,1,0,NA
FT,94.7,2246,-0.4861,3.346,B,0,0,NA
FT,94.4,2276,0.3018,2.2473,X,1,0,single
SL,91.5,2568,2.1786,0.4555,B,0,0,NA
CH,88.5,1821,-0.6378,2.313,X,1,1,field_out
FF,95.7,2501,0.0857,3.7503,S,1,0,NA
CU,81.8,2575,0.5685,0.3584,B,0,0,NA
FT,94.6,2262,-0.4096,2.7248,X,0,1,field_out
FF,95.8,2394,0.5552,2.0311,S,0,0,NA
FF,95.8,2402,-0.3874,2.8882,X,1,2,field_out
FF,94.7,2304,-0.441,2.4624,S,1,1,NA
SL,90.3,2595,0.3854,2.3282,S,1,0,NA
CU,83.1,2575,1.3022,0.7825,B,0,0,NA
FF,96.6,2430,-0.3706,3.2496,S,2,2,strikeout
CU,83.3,2643,-0.6676,2.7556,S,2,1,NA
FF,95.3,2434,-0.2349,1.7664,S,2,0,NA
FF,95.2,2438,0.8831,3.6177,B,1,0,NA
FF,95.6,2324,0.7742,3.3377,B,0,0,NA
CU,80.3,2615,0.521,2.1097,S,1,2,strikeout
SL,90.1,2506,2.2694,0.7587,B,0,2,NA
CU,82.3,2512,0.7922,3.2459,S,0,1,NA
FF,94.6,2176,0.3698,1.9502,S,0,0,NA
FF,95.8,2341,0.3271,2.4738,X,1,0,field_out
CU,82.5,2419,0.6893,0.4401,B,0,0,NA
CU,81.9,2374,0.2764,2.7069,X,3,2,field_out
FF,94.9,2290,1.0549,1.1052,B,2,2,NA
CH,86.4,1589,-1.3503,3.4809,S,2,2,NA
SL,88.8,2488,0.1826,2.0902,S,2,1,NA
SL,92.7,2377,1.7303,2.5244,B,1,1,NA
SL,88.9,2573,1.4461,0.3757,B,0,1,NA
CU,80.7,NA,0.5298,1.693,S,0,0,NA
FF,96.6,2329,0.9775,3.1185,X,2,1,field_out
FF,95.8,2397,0.4812,4.2621,B,1,1,NA
CH,90.9,1725,0.1449,1.6556,S,1,0,NA
FF,96,2309,0.2749,4.1803,B,0,0,NA
SL,90.9,2530,1.0074,2.9052,S,1,2,strikeout
FT,96,2114,-0.469,3.302,S,1,1,NA
FT,95.6,2206,-0.9069,3.3871000000000002,S,1,0,NA
FT,95.8,2337,-1.3103,3.1766,B,0,0,NA
FF,96.5,2370,-0.2313,3.2118,X,3,2,triple
FF,96.8,2474,0.988,1.8587,S,3,1,NA
FF,96,2420,1.3182,2.104,B,2,1,NA
FF,96.2,2390,-0.0405,2.8466,S,2,0,NA
SL,90.8,2585,1.5006,1.6128,B,1,0,NA
CH,88.1,1858,-0.2014,1.2216,B,0,0,NA
FF,96.1,2370,0.2296,3.3095,X,0,2,field_out
FT,94.9,2094,-0.6212,2.7007,S,0,2,NA
FF,95.6,2258,0.0385,3.3065,S,0,2,NA
FT,93.4,2243,-1.3932,2.969,S,0,1,NA
CU,81.6,2527,0.2455,2.6759,S,0,0,NA
CH,89.4,1538,-0.4479,1.979,X,2,2,field_out
CU,84.1,2632,0.2966,1.8155,S,2,1,NA
FF,96.7,2305,1.6315,1.7528,B,1,1,NA
CU,83.3,2585,0.3662,2.1793,S,1,0,NA
FF,96.3,2368,1.1333,3.473,B,0,0,NA
FF,96,2336,0.9705,4.298,B,3,2,walk
FF,95.9,2422,-0.2477,4.2432,B,2,2,NA
CU,82.7,2512,-0.69,3.2993,S,2,1,NA
CH,89,1629,-1.2539,1.7916,B,1,1,NA
SL,91.7,2551,2.0794,0.7316,B,0,1,NA
FF,97.1,2414,0.1342,3.4758,S,0,0,NA
FT,96.4,2310,0.4358,2.7285,X,2,2,double
CH,89.6,1766,0.3177,1.4749,B,1,2,NA
SL,92.1,2579,1.8039,1.1843,B,0,2,NA
CU,83,2605,0.6537,1.7838,S,0,1,NA
CU,82.9,NA,0.5814,1.793,S,0,0,NA
FF,97.4,2377,1.238,3.6488,X,1,1,field_out
FF,97,2390,1.0544,2.1361,S,1,0,NA
FF,96.9,2360,-0.0357,3.7466,B,0,0,NA
FT,95.2,2292,1.2155,2.4915,B,3,2,walk
FF,96.4,2405,0.3496,2.0897,S,3,1,NA
FT,94.6,2345,-0.4863,3.7611,B,2,1,NA
SL,90,2384,0.6405,1.9509,S,2,0,NA
FF,96.2,2247,0.4417,3.3834,B,1,0,NA
CU,83.1,2447,1.1507,1.2891,B,0,0,NA
SL,91.5,2384,0.1746,2.0928,X,3,2,single
FT,95.5,2124,-0.6486,2.4993,S,3,1,NA
FF,95.5,2158,-0.4971,2.9946,S,3,0,NA
SL,91.9,2495,1.6511,1.7581,B,2,0,NA
CH,87.9,1745,-1.974,3.5596,B,1,0,NA
CH,89.1,1621,-1.0667,3.1393,B,0,0,NA
SL,90.9,2529,1.3069,2.0916,X,0,1,field_out
FF,96.2,2310,0.8967,3.0661,S,0,0,NA
CU,83.7,2696,0.9997,2.2381,S,0,2,strikeout
SL,92.7,2557,0.9287,2.0974,S,0,1,NA
FF,97.9,2554,0.9149,2.8109,S,0,0,NA
FT,95.7,2237,-0.5057,2.8866,X,0,0,field_out
SL,90.7,2498,-1.5897,3.1269,B,3,2,walk
SL,92.1,2498,-1.3283,2.7285,B,2,2,NA
CU,84,2515,-0.3162,3.1331,S,2,1,NA
FF,96.1,2314,-0.0753,3.9948,B,1,1,NA
FF,96.6,2314,-0.3257,4.8594,B,0,1,NA
CU,82.6,2565,-0.4569,2.361,S,0,0,NA
CH,90.4,1726,-0.4469,2.5868,X,1,1,single
SL,91.9,2641,1.024,3.2858,B,0,1,NA
CU,83,2641,-0.8134,2.3438,S,0,0,NA
FF,96.7,2377,-0.5893,3.8998,S,0,2,strikeout
CU,82.7,2561,-0.0285,1.6412,S,0,1,NA
FF,95.2,2332,-0.0334,3.2492,S,0,0,NA
FF,96.4,2406,0.6175,1.8934,X,2,0,field_out
CU,83.1,2681,-1.2506,2.8031,B,1,0,NA
FF,96.9,2463,-0.274,3.504,B,0,0,NA
FF,97.7,2501,0.6488,2.4114,S,2,2,strikeout
FF,97.2,2464,1.1382,2.7543,S,2,1,NA
SL,92.4,2543,2.3185,0.314,B,1,1,NA
CU,83.5,2655,0.9101,1.2203,B,0,1,NA
SL,91.4,2438,0.7959,2.3776,S,0,0,NA
FF,97,2384,0.6327,2.5986,X,3,2,field_out
CH,89.9,1813,-0.2393,1.4789,S,3,2,NA
SL,91.8,2570,-0.1589,2.0904,S,3,2,NA
FF,96.6,2417,-0.2824,5.3523,B,2,2,NA
SL,91.3,2668,-1.1655,2.3834,B,1,2,NA
CH,89.6,1946,-0.3068,1.8882,S,1,1,NA
CH,88.9,1868,-1.9331,3.1397,B,0,1,NA
FF,96.3,2366,0.012,3.4381,S,0,0,NA
FT,96.7,2337,-0.4713,2.2209,X,0,1,force_out
FT,97,2406,0.1414,2.6372,S,0,0,NA
FF,97.7,2455,0.7279,2.6134,S,3,2,strikeout
SL,92.2,2594,1.0638,1.1901,B,2,2,NA
FF,98.1,2472,0.4004,3.5518,S,2,2,NA
FF,97.7,2447,0.0252,3.6182,S,2,1,NA
FF,97.5,2508,0.6786,3.4272,S,2,0,NA
SL,91.6,2608,1.6964,1.9555,B,1,0,NA
CU,83.4,2581,0.8103,0.6985,B,0,0,NA
FT,97.5,2370,-0.4588,2.0369,X,0,1,field_error
FF,97.8,2514,0.3585,3.1969,S,0,0,NA
FF,97.3,2281,0.1149,2.5451,X,0,0,home_run
SL,92.5,2565,0.445,1.7674,X,0,2,field_out
FF,97,2348,1.0125,3.4095,S,0,1,NA
FF,97.4,2304,0.3122,3.5285,S,0,0,NA
CH,88.8,1656,-0.2502,2.0166,X,0,0,field_out
FT,96.4,2513,1.0157,3.0298,S,0,2,strikeout
CH,90.6,1821,-0.0498,1.1165,S,0,2,NA
FF,96.1,2298,-0.7161,3.4379,S,0,1,NA
FF,96.5,2509,-0.2411,2.4311,S,0,0,NA
SL,91,2651,1.1583,1.9572,X,0,2,field_out
FF,95.2,2362,0.5055,2.8573,S,0,2,NA
SL,90,2651,1.3474,3.2074,S,0,2,NA
FT,94.1,2211,-0.501,3.637,S,0,1,NA
FF,94.7,2327,1.1001,3.3047,S,0,0,NA
FF,97.6,2451,0.8388,3.6063,S,1,2,strikeout
SL,91.4,2390,1.2117,1.8098,S,1,1,NA
FF,95.5,2255,0.8165,2.5756,B,0,1,NA
SL,91.4,2524,0.9511,2.7626,S,0,0,NA
FF,95.9,2316,0.243,3.4158,X,1,2,single
FF,96,2213,-0.5782,3.5521,S,1,1,NA
CH,88.6,1767,-0.0136,2.8652,S,1,0,NA
SL,90.5,2549,1.2694,3.087,B,0,0,NA
SL,93.9,2572,-0.0965,1.3694,X,1,2,single
CH,91,1899,0.7724,1.0285,S,1,1,NA
FT,96,2344,-0.2792,2.8911,S,1,0,NA
FT,97.2,2207,-0.9867,3.0345,B,0,0,NA
FF,96,2418,0.6041,2.8573,X,3,1,field_out
FF,97.6,2542,0.8401,1.3454,B,2,1,NA
FF,96.1,2503,-0.3755,3.3869,S,2,0,NA
CH,91.2,1766,1.5289,0.7278,B,1,0,NA
FF,96.5,2516,1.6274,1.5139,B,0,0,NA
SL,92.6,2546,-0.2019,2.5857,X,1,2,field_out
FF,97,2455,-0.0116,4.5122,B,0,2,NA
SL,92.1,2605,0.8463,3.2606,S,0,2,NA
FF,96.7,2495,0.8657,3.0135,S,0,1,NA
FF,96,2463,0.6384,3.1464,S,0,0,NA
CH,89.7,1654,-0.6375,2.1929,X,1,1,field_out
SL,93,2630,-0.0208,2.2167,S,1,0,NA
CH,90.6,1846,0.351,0.3271,B,0,0,NA
CH,90.1,1761,0.2513,2.2406,X,3,2,field_out
SL,90.6,2574,0.1538,2.674,S,3,2,NA
SL,92,2720,-1.4618,3.1761,B,2,2,NA
FF,97.3,2490,-0.5494,4.1875,B,1,2,NA
SL,91.3,2557,-1.3533,1.8734,B,0,2,NA
FF,97.2,2474,0.1235,3.2126,S,0,2,NA
FF,96.7,2491,0.112,3.2753,S,0,1,NA
CH,89.9,1858,-0.6672,2.1122,S,0,0,NA
FT,96.6,2428,-0.0805,2.4867,X,0,2,field_out
FF,95.9,2516,-0.103,2.8817,S,0,1,NA
CU,81.6,2546,-0.4329,2.1159,S,0,0,NA
FF,97.3,2455,-0.1979,3.4992,S,0,2,strikeout
FF,96.4,2411,-0.3177,2.8616,S,0,1,NA
FF,96.5,2386,-0.0119,2.7988,S,0,0,NA
SL,91.3,2628,0.8896,1.5592,S,2,2,strikeout
FF,96.5,2436,1.2871,3.2568,B,1,2,NA
FT,95.1,2312,0.4973,3.016,S,1,1,NA
SL,89.9,2616,0.8364,2.8353,S,1,0,NA
FF,94.8,2336,0.9389,3.2717,B,0,0,NA
CU,83.2,2617,0.44,1.5927,X,0,1,field_out
SL,89,2401,-0.0145,3.5328,S,0,0,NA
CU,82.1,2463,0.624,2.1856,X,0,0,double_play
SL,90.8,2655,0.4152,3.2867,B,3,2,walk
CU,83.8,2728,1.956,0.6626,B,2,2,NA
SL,90.4,2552,1.0713,2.1211,S,2,1,NA
SL,90.8,2586,1.5595,1.4046,B,1,1,NA
FF,96.2,2465,0.2789,3.3992,S,1,0,NA
FF,95.3,2409,1.4306,1.9843,B,0,0,NA
SL,89.1,2571,0.9047,2.2592,X,1,2,field_out
FF,96.5,2418,0.7972,3.1159,S,1,1,NA
CU,81.8,2586,-0.8758,0.9729,S,1,0,NA
FF,95.2,2417,0.0377,4.1884,B,0,0,NA
FF,96.2,2434,0.0085,4.2726,S,3,2,strikeout
CH,90,1705,0.2814,0.9225,S,3,2,NA
FF,97.7,2338,0.9044,2.3298,S,3,2,NA
SL,91.3,2528,0.7268,2.2013,S,3,1,NA
CH,88.7,1650,-0.2236,4.0306,B,2,1,NA
CH,90.7,1769,0.0522,1.4075,S,2,0,NA
SL,91.5,2513,1.1456,1.9769,B,1,0,NA
SL,92.4,2620,1.5468,2.9929,B,0,0,NA
CH,90.9,1775,-0.0557,1.4554,X,0,0,field_out
FF,96.4,2375,0.3554,2.302,X,2,1,double
SL,91.2,2680,1.2811,2.0426,B,1,1,NA
SL,91.9,2644,1.5128,1.8568,B,0,1,NA
CU,85.3,2564,0.8344,2.5492,S,0,0,NA
FF,97.1,2448,-0.0634,2.8379,S,0,2,strikeout
FF,96.1,2378,0.2292,2.6795,S,0,1,NA
FF,96,2326,0.3125,2.9913,S,0,0,NA
FF,97.2,2392,0.8781,2.8251,S,1,2,strikeout
FF,97.2,2485,0.8336,2.8281,S,1,1,NA
SL,91.4,2572,1.3002,2.039,S,1,0,NA
SL,92.2,2471,1.8928,1.9216,B,0,0,NA
SL,92.4,2467,0.3569,1.796,X,1,2,field_out
FF,97.5,2341,0.5366,2.6275,S,1,2,NA
FF,97.9,2538,-0.2202,2.5708,S,1,1,NA
FF,96.6,2539,0.8826,1.2616,B,0,1,NA
CU,86.1,NA,0.7952,1.4288,S,0,0,NA
CH,89.1,1864,-0.0168,2.2822,X,2,1,double
FF,97.1,2370,0.9299,3.6059,B,1,1,NA
CH,89.7,1744,-0.1353,1.0597,S,1,0,NA
CU,83.2,2561,-0.9342,3.3454,B,0,0,NA
FF,96.2,2394,-0.3415,3.2325,X,0,1,field_out
SL,90.9,2546,-0.1454,3.5677,S,0,0,NA
FF,97,2298,-0.2975,2.4822,X,0,0,double
SL,92.7,2591,0.4536,2.2918,X,0,2,field_out
SL,92.9,2575,0.947,1.7003,S,0,1,NA
FF,97.3,2378,-0.2259,2.5721,S,0,0,NA
CH,91,1645,-0.2027,2.329,X,0,1,field_out
FF,97.1,2439,-0.4687,2.3561,S,0,0,NA
FF,96.6,2347,0.039,1.4957,X,0,1,field_out
FF,96.4,2340,-0.0556,1.8766,S,0,0,NA
CH,88.9,1591,-0.2651,1.0076,S,1,2,strikeout
FF,95.3,2240,-0.2175,2.9995,S,1,1,NA
