year,league,team_id,team_name,win_world_series,final_rank,games_played,wins,losses,runs_scored,hits,at_bats,walks,strikeouts,homeruns,hit_by_pitch,sacrifice_flies,runs_allowed,hits_allowed,walks_allowed,strikeouts_against,homeruns_allowed
2000,AL,SEA,Seattle Mariners,N,2,162,91,71,907,1481,5497,775,1073,198,48,61,780,1442,634,998,167
2000,NL,SFN,San Francisco Giants,N,1,162,97,65,925,1535,5519,709,1032,226,51,66,747,1452,623,1076,151
2000,NL,SLN,St. Louis Cardinals,N,1,162,95,67,887,1481,5478,675,1253,235,84,53,771,1403,606,1100,196
2000,AL,TBA,Tampa Bay Devil Rays,N,5,161,69,92,733,1414,5505,558,1022,162,51,40,842,1553,533,955,198
2000,AL,TEX,Texas Rangers,N,4,162,71,91,848,1601,5648,580,922,173,39,48,974,1683,661,918,202
2000,AL,TOR,Toronto Blue Jays,N,3,162,83,79,861,1562,5677,526,1026,244,60,34,908,1615,560,978,195
2001,AL,ANA,Anaheim Angels,N,3,162,75,87,691,1447,5551,494,1001,158,77,53,730,1452,525,947,168
2001,NL,ARI,Arizona Diamondbacks,Y,1,162,92,70,818,1494,5595,587,1052,208,57,36,677,1352,461,1297,195
2001,NL,ATL,Atlanta Braves,N,1,162,88,74,729,1432,5498,493,1039,174,45,52,643,1363,499,1133,153
2001,AL,BAL,Baltimore Orioles,N,4,162,63,98,687,1359,5472,514,989,136,77,49,829,1504,528,938,194
2001,AL,BOS,Boston Red Sox,N,2,161,82,79,772,1493,5605,520,1131,198,70,41,745,1412,544,1259,146
2001,AL,CHA,Chicago White Sox,N,3,162,83,79,798,1463,5464,520,998,214,52,51,795,1465,500,921,181
2001,NL,CHN,Chicago Cubs,N,3,162,88,74,777,1409,5406,577,1077,194,66,53,701,1357,550,1344,164
2001,NL,CIN,Cincinnati Reds,N,5,162,66,96,735,1464,5583,468,1172,176,65,40,850,1572,515,943,198
2001,AL,CLE,Cleveland Indians,N,1,162,91,71,897,1559,5600,577,1076,212,69,62,821,1512,573,1218,148
2001,NL,COL,Colorado Rockies,N,5,162,73,89,923,1663,5690,511,1027,213,61,50,906,1522,598,1058,239
2001,AL,DET,Detroit Tigers,N,4,162,66,96,724,1439,5537,466,972,139,51,49,876,1624,553,859,180
2001,NL,FLO,Florida Marlins,N,4,162,76,86,742,1461,5542,470,1145,166,67,45,744,1397,617,1119,151
2001,NL,HOU,Houston Astros,N,1,162,93,69,847,1500,5528,581,1119,208,89,56,769,1453,486,1228,221
2001,AL,KCA,Kansas City Royals,N,5,162,65,97,729,1503,5643,406,898,152,44,47,858,1537,576,911,209
2001,NL,LAN,Los Angeles Dodgers,N,3,162,86,76,758,1399,5493,519,1062,206,56,44,744,1387,524,1212,184
2001,NL,MIL,Milwaukee Brewers,N,4,162,68,94,740,1378,5488,488,1399,209,72,35,806,1452,667,1057,197
2001,AL,MIN,Minnesota Twins,N,2,162,85,77,771,1514,5560,495,1083,164,64,38,766,1494,445,965,192
2001,NL,MON,Montreal Expos,N,5,162,68,94,670,1361,5379,478,1071,131,60,45,812,1509,525,1103,190
2001,AL,NYA,New York Yankees,N,1,161,95,65,804,1488,5577,519,1035,203,64,43,713,1429,465,1266,158
2001,NL,NYN,New York Mets,N,3,162,82,80,642,1361,5459,545,1062,147,65,35,713,1418,438,1191,186
2001,AL,OAK,Oakland Athletics,N,2,162,102,60,884,1469,5573,640,1021,199,88,59,645,1384,440,1117,153
2001,NL,PHI,Philadelphia Phillies,N,2,162,86,76,746,1431,5497,551,1125,164,43,61,719,1417,527,1086,170
2001,NL,PIT,Pittsburgh Pirates,N,6,162,62,100,657,1333,5398,467,1106,161,67,35,858,1493,549,908,167
2001,NL,SDN,San Diego Padres,N,4,162,79,83,789,1379,5482,678,1273,161,41,48,812,1519,476,1088,219
2001,AL,SEA,Seattle Mariners,N,1,162,116,46,927,1637,5680,614,989,169,62,70,627,1293,465,1051,160
2001,NL,SFN,San Francisco Giants,N,2,162,90,72,799,1493,5612,625,1090,235,50,54,748,1437,579,1080,145
2001,NL,SLN,St. Louis Cardinals,N,2,162,93,69,814,1469,5450,529,1089,199,65,50,684,1389,526,1083,196
2001,AL,TBA,Tampa Bay Devil Rays,N,5,162,62,100,672,1426,5524,456,1116,121,54,25,887,1513,569,1030,207
2001,AL,TEX,Texas Rangers,N,4,162,73,89,890,1566,5685,548,1093,246,75,55,968,1670,596,951,222
2001,AL,TOR,Toronto Blue Jays,N,3,162,80,82,767,1489,5663,470,1094,195,74,43,753,1553,490,1041,165
2002,AL,ANA,Anaheim Angels,Y,2,162,99,63,851,1603,5678,462,805,152,74,64,644,1345,509,999,169
2002,NL,ARI,Arizona Diamondbacks,N,1,162,98,64,819,1471,5508,643,1016,165,50,53,674,1361,421,1303,170
2002,NL,ATL,Atlanta Braves,N,1,161,101,59,708,1428,5495,558,1028,164,54,49,565,1302,554,1058,123
2002,AL,BAL,Baltimore Orioles,N,4,162,67,95,667,1353,5491,452,993,165,64,49,773,1491,549,967,208
2002,AL,BOS,Boston Red Sox,N,2,162,93,69,859,1560,5640,545,944,177,72,53,665,1339,430,1157,146
2002,AL,CHA,Chicago White Sox,N,2,162,81,81,856,1475,5502,555,952,217,49,53,798,1422,528,945,190
2002,NL,CHN,Chicago Cubs,N,5,162,67,95,706,1351,5496,585,1269,200,44,39,759,1373,606,1333,167
2002,NL,CIN,Cincinnati Reds,N,3,162,78,84,709,1386,5470,583,1188,169,66,40,774,1502,550,980,173
2002,AL,CLE,Cleveland Indians,N,3,162,74,88,739,1349,5423,542,1000,192,56,39,837,1508,603,1058,142
2002,NL,COL,Colorado Rockies,N,4,162,73,89,778,1508,5512,497,1043,152,56,50,898,1554,582,920,225
2002,AL,DET,Detroit Tigers,N,5,161,55,106,575,1340,5406,363,1035,124,64,57,864,1593,463,794,163
2002,NL,FLO,Florida Marlins,N,4,162,79,83,699,1433,5496,595,1130,146,61,49,763,1449,631,1104,151
2002,NL,HOU,Houston Astros,N,2,162,84,78,749,1441,5503,589,1120,167,59,37,695,1423,546,1219,151
2002,AL,KCA,Kansas City Royals,N,4,162,62,100,737,1415,5535,524,921,140,52,51,891,1587,572,909,212
2002,NL,LAN,Los Angeles Dodgers,N,3,162,92,70,713,1464,5554,428,940,155,53,44,643,1311,555,1132,165
2002,NL,MIL,Milwaukee Brewers,N,6,162,56,106,627,1369,5415,500,1125,139,55,34,821,1468,666,1026,199
2002,AL,MIN,Minnesota Twins,N,1,161,94,67,768,1518,5582,472,1089,167,56,52,712,1454,439,1026,184
2002,NL,MON,Montreal Expos,N,2,162,83,79,735,1432,5479,575,1104,162,46,42,718,1475,508,1088,165
2002,AL,NYA,New York Yankees,N,1,161,103,58,897,1540,5601,640,1171,223,72,41,697,1441,403,1135,144
2002,NL,NYN,New York Mets,N,5,161,75,86,690,1409,5496,486,1044,160,63,30,703,1408,543,1107,163
2002,AL,OAK,Oakland Athletics,N,1,162,103,59,800,1450,5558,609,1008,205,68,36,654,1391,474,1021,135
2002,NL,PHI,Philadelphia Phillies,N,3,161,80,81,710,1428,5523,640,1095,165,53,39,724,1381,570,1075,153
2002,NL,PIT,Pittsburgh Pirates,N,4,161,72,89,641,1300,5330,537,1109,142,73,41,730,1447,572,920,163
2002,NL,SDN,San Diego Padres,N,5,162,66,96,662,1393,5515,547,1062,136,30,41,815,1522,582,1108,177
2002,AL,SEA,Seattle Mariners,N,3,162,93,69,814,1531,5569,629,1003,152,51,72,699,1422,441,1063,178
2002,NL,SFN,San Francisco Giants,N,2,162,95,66,783,1465,5497,616,961,198,65,52,616,1349,523,992,116
2002,NL,SLN,St. Louis Cardinals,N,1,162,97,65,787,1475,5505,542,927,175,67,49,648,1355,547,1009,141
2002,AL,TBA,Tampa Bay Devil Rays,N,5,161,55,106,673,1418,5604,456,1115,133,58,36,918,1567,620,925,215
2002,AL,TEX,Texas Rangers,N,4,162,72,90,843,1510,5618,554,1055,230,62,50,882,1528,669,1030,194
2002,AL,TOR,Toronto Blue Jays,N,3,162,78,84,813,1457,5581,522,1142,187,53,57,828,1504,590,991,177
2003,AL,ANA,Anaheim Angels,N,3,162,77,85,736,1473,5487,476,838,150,56,50,743,1444,486,980,190
2003,NL,ARI,Arizona Diamondbacks,N,3,162,84,78,717,1467,5570,531,1006,152,45,52,685,1379,526,1291,150
2003,NL,ATL,Atlanta Braves,N,1,162,101,61,907,1608,5670,545,933,235,49,49,740,1425,555,992,147
2003,AL,BAL,Baltimore Orioles,N,4,163,71,91,743,1516,5665,431,902,152,54,40,820,1579,526,981,198
2003,AL,BOS,Boston Red Sox,N,2,162,95,67,961,1667,5769,620,943,238,53,64,809,1503,488,1141,153
2003,AL,CHA,Chicago White Sox,N,2,162,86,76,791,1445,5487,519,916,220,58,41,715,1364,518,1056,162
2003,NL,CHN,Chicago Cubs,N,1,162,88,74,724,1431,5519,492,1158,172,50,46,683,1304,617,1404,143
2003,NL,CIN,Cincinnati Reds,N,5,162,69,93,694,1349,5509,524,1326,182,79,32,886,1578,590,932,209
2003,AL,CLE,Cleveland Indians,N,4,162,68,94,699,1413,5572,466,1062,158,62,41,778,1477,501,943,179
2003,NL,COL,Colorado Rockies,N,4,162,74,88,853,1472,5518,619,1134,198,52,38,892,1629,552,866,200
2003,AL,DET,Detroit Tigers,N,5,162,43,119,591,1312,5466,443,1099,153,47,49,928,1616,557,764,195
2003,NL,FLO,Florida Marlins,Y,2,162,91,71,751,1459,5490,515,978,157,57,41,692,1415,530,1132,128
2003,NL,HOU,Houston Astros,N,2,162,87,75,805,1466,5583,557,1021,191,81,38,677,1350,565,1139,161
2003,AL,KCA,Kansas City Royals,N,3,162,83,79,836,1526,5568,476,926,162,75,57,867,1569,566,865,190
2003,NL,LAN,Los Angeles Dodgers,N,2,162,85,77,574,1328,5458,407,985,124,72,28,556,1254,526,1289,127
2003,NL,MIL,Milwaukee Brewers,N,6,162,68,94,714,1423,5548,547,1221,196,71,40,873,1590,575,1034,219
2003,AL,MIN,Minnesota Twins,N,1,162,90,72,801,1567,5655,512,1027,155,63,52,758,1526,402,997,187
2003,NL,MON,Montreal Expos,N,4,162,83,79,711,1404,5437,522,990,144,45,40,716,1467,463,1028,181
2003,AL,NYA,New York Yankees,N,1,163,101,61,877,1518,5605,684,1042,230,81,35,716,1512,375,1119,145
2003,NL,NYN,New York Mets,N,5,161,66,95,642,1317,5341,489,1035,124,54,45,754,1497,576,907,168
2003,AL,OAK,Oakland Athletics,N,1,162,96,66,768,1398,5497,556,898,176,59,53,643,1336,499,1018,140
2003,NL,PHI,Philadelphia Phillies,N,3,162,86,76,791,1448,5543,651,1155,166,55,38,697,1386,536,1060,142
2003,NL,PIT,Pittsburgh Pirates,N,4,162,75,87,753,1492,5581,529,1049,163,87,38,801,1527,502,926,178
2003,NL,SDN,San Diego Padres,N,5,162,64,98,678,1442,5531,565,1073,128,57,42,831,1458,611,1091,208
2003,AL,SEA,Seattle Mariners,N,2,162,93,69,795,1509,5561,586,989,139,53,46,637,1340,466,1001,173
2003,NL,SFN,San Francisco Giants,N,1,161,100,61,755,1440,5456,593,980,180,40,39,638,1349,546,1006,136
2003,NL,SLN,St. Louis Cardinals,N,3,162,85,77,876,1580,5672,580,952,196,73,54,796,1544,508,969,210
2003,AL,TBA,Tampa Bay Devil Rays,N,5,162,63,99,715,1501,5654,420,1030,137,56,50,852,1454,639,877,196
2003,AL,TEX,Texas Rangers,N,4,162,71,91,826,1506,5664,488,1052,239,75,42,969,1625,603,1009,208
2003,AL,TOR,Toronto Blue Jays,N,3,162,86,76,894,1580,5661,546,1081,190,90,56,826,1560,485,984,184
2004,AL,ANA,Anaheim Angels,N,1,162,92,70,836,1603,5675,450,942,162,73,41,734,1476,502,1164,170
2004,NL,ARI,Arizona Diamondbacks,N,5,162,51,111,615,1401,5544,441,1022,135,35,37,899,1480,668,1153,197
2004,NL,ATL,Atlanta Braves,N,1,162,96,66,803,1503,5570,587,1158,178,59,48,668,1475,523,1025,154
2004,AL,BAL,Baltimore Orioles,N,3,162,78,84,842,1614,5736,528,949,169,57,62,830,1488,687,1090,159
2004,AL,BOS,Boston Red Sox,Y,2,162,98,64,949,1613,5720,659,1189,222,69,55,768,1430,447,1132,159
2004,AL,CHA,Chicago White Sox,N,2,162,83,79,865,1481,5534,499,1030,242,63,42,831,1505,527,1013,224
2004,NL,CHN,Chicago Cubs,N,3,162,89,73,789,1508,5628,489,1080,235,38,48,665,1363,545,1346,169
2004,NL,CIN,Cincinnati Reds,N,4,162,76,86,750,1380,5518,599,1335,194,81,25,907,1595,572,992,236
2004,AL,CLE,Cleveland Indians,N,3,162,80,82,858,1565,5676,606,1009,184,78,42,857,1553,579,1115,201
2004,NL,COL,Colorado Rockies,N,4,162,68,94,833,1531,5577,568,1181,202,54,37,923,1634,697,947,198
2004,AL,DET,Detroit Tigers,N,4,162,72,90,827,1531,5623,518,1144,201,50,43,844,1542,530,995,190
2004,NL,FLO,Florida Marlins,N,3,162,83,79,718,1447,5486,499,968,148,58,40,700,1395,513,1116,166
2004,NL,HOU,Houston Astros,N,2,162,92,70,803,1458,5468,590,999,187,61,52,698,1416,525,1282,174
2004,AL,KCA,Kansas City Royals,N,5,162,58,104,720,1432,5538,461,1057,150,76,38,905,1638,518,887,208
2004,NL,LAN,Los Angeles Dodgers,N,1,162,93,69,761,1450,5542,536,1092,203,62,35,684,1386,521,1066,178
2004,NL,MIL,Milwaukee Brewers,N,6,161,67,94,634,1358,5483,540,1312,135,68,40,757,1440,476,1098,164
2004,AL,MIN,Minnesota Twins,N,1,162,92,70,780,1494,5623,513,982,191,64,40,715,1523,431,1123,167
2004,NL,MON,Montreal Expos,N,5,162,67,95,635,1361,5474,496,925,151,35,33,769,1477,582,1032,191
2004,AL,NYA,New York Yankees,N,1,162,101,61,897,1483,5527,670,982,242,80,50,808,1532,445,1058,182
2004,NL,NYN,New York Mets,N,4,162,71,91,684,1376,5532,512,1159,185,61,34,731,1452,592,977,156
2004,AL,OAK,Oakland Athletics,N,2,162,91,71,793,1545,5728,608,1061,189,55,43,742,1466,544,1034,164
2004,NL,PHI,Philadelphia Phillies,N,2,162,86,76,840,1505,5643,645,1133,215,58,46,781,1488,502,1070,214
2004,NL,PIT,Pittsburgh Pirates,N,5,161,72,89,680,1428,5483,415,1066,142,95,42,744,1451,576,1079,149
2004,NL,SDN,San Diego Padres,N,3,162,87,75,768,1521,5573,566,910,139,56,66,705,1460,422,1079,184
2004,AL,SEA,Seattle Mariners,N,4,162,63,99,698,1544,5722,492,1058,136,54,48,823,1498,575,1036,212
2004,NL,SFN,San Francisco Giants,N,2,162,91,71,850,1500,5546,705,874,183,72,51,770,1481,548,1020,161
2004,NL,SLN,St. Louis Cardinals,N,1,162,105,57,855,1544,5555,548,1085,214,51,70,659,1378,440,1041,169
2004,AL,TBA,Tampa Bay Devil Rays,N,4,161,70,91,714,1416,5483,469,944,145,55,56,842,1459,580,923,192
2004,AL,TEX,Texas Rangers,N,3,162,89,73,860,1492,5615,500,1099,227,61,57,794,1536,547,979,182
2004,AL,TOR,Toronto Blue Jays,N,5,161,67,94,719,1438,5531,513,1083,145,71,42,823,1505,608,956,181
2005,NL,ARI,Arizona Diamondbacks,N,2,162,77,85,696,1419,5550,606,1094,191,55,45,856,1580,537,1038,193
2005,NL,ATL,Atlanta Braves,N,1,162,90,72,769,1453,5486,534,1084,184,45,46,674,1487,520,929,145
2005,AL,BAL,Baltimore Orioles,N,4,162,74,88,729,1492,5551,447,902,189,54,42,800,1458,580,1052,180
2005,AL,BOS,Boston Red Sox,N,2,162,95,67,910,1579,5626,653,1044,199,47,63,805,1550,440,959,164
2005,AL,CHA,Chicago White Sox,Y,1,162,99,63,741,1450,5529,435,1002,200,79,49,645,1392,459,1040,167
2005,NL,CHN,Chicago Cubs,N,4,162,79,83,703,1506,5584,419,920,194,50,37,714,1357,576,1256,186
2005,NL,CIN,Cincinnati Reds,N,5,163,73,89,820,1453,5565,611,1303,222,62,39,889,1657,492,955,219
2005,AL,CLE,Cleveland Indians,N,2,162,93,69,790,1522,5609,503,1093,207,54,50,642,1363,413,1050,157
2005,NL,COL,Colorado Rockies,N,5,162,67,95,740,1477,5542,509,1103,150,64,34,862,1600,604,981,175
2005,AL,DET,Detroit Tigers,N,4,162,71,91,723,1521,5602,384,1038,168,53,52,787,1504,461,907,193
2005,NL,FLO,Florida Marlins,N,3,162,83,79,717,1499,5502,512,918,128,67,50,732,1459,563,1125,116
2005,NL,HOU,Houston Astros,N,2,163,89,73,693,1400,5462,481,1037,161,72,42,609,1336,440,1164,155
2005,AL,KCA,Kansas City Royals,N,5,162,56,106,701,1445,5503,424,1008,126,63,50,935,1640,580,924,178
2005,AL,LAA,Los Angeles Angels of Anaheim,N,1,162,95,67,761,1520,5624,447,848,147,29,39,643,1419,443,1126,158
2005,NL,LAN,Los Angeles Dodgers,N,4,162,71,91,685,1374,5433,541,1094,149,67,33,755,1434,471,1004,182
2005,NL,MIL,Milwaukee Brewers,N,3,162,81,81,726,1413,5448,531,1162,175,73,38,697,1382,569,1173,169
2005,AL,MIN,Minnesota Twins,N,3,162,83,79,688,1441,5564,485,978,134,59,42,662,1458,348,965,169
2005,AL,NYA,New York Yankees,N,1,162,95,67,886,1552,5624,637,989,229,73,43,789,1495,463,985,164
2005,NL,NYN,New York Mets,N,3,162,83,79,722,1421,5505,486,1075,175,48,38,648,1390,491,1012,135
2005,AL,OAK,Oakland Athletics,N,2,162,88,74,772,1476,5627,537,819,155,52,40,658,1315,504,1075,154
2005,NL,PHI,Philadelphia Phillies,N,2,162,88,74,807,1494,5542,639,1083,167,56,46,726,1379,487,1159,189
2005,NL,PIT,Pittsburgh Pirates,N,6,162,67,95,680,1445,5573,471,1092,139,72,49,769,1456,612,958,162
2005,NL,SDN,San Diego Padres,N,1,162,82,80,684,1416,5502,600,977,130,49,48,726,1452,503,1133,146
2005,AL,SEA,Seattle Mariners,N,4,162,69,93,699,1408,5507,466,986,130,48,37,751,1483,496,892,179
2005,NL,SFN,San Francisco Giants,N,3,162,75,87,649,1427,5462,431,901,128,49,44,745,1456,592,972,151
2005,NL,SLN,St. Louis Cardinals,N,1,162,100,62,805,1494,5538,534,947,170,62,35,634,1399,443,974,153
2005,AL,TBA,Tampa Bay Devil Rays,N,5,162,67,95,750,1519,5552,412,990,157,69,51,936,1570,615,949,194
2005,AL,TEX,Texas Rangers,N,3,162,79,83,865,1528,5716,495,1112,260,48,32,858,1589,522,932,159
2005,AL,TOR,Toronto Blue Jays,N,3,162,80,82,775,1480,5581,486,955,136,89,56,705,1475,444,958,185
2005,NL,WAS,Washington Nationals,N,5,162,81,81,639,1367,5426,491,1090,117,89,45,673,1456,539,997,140
2006,NL,ARI,Arizona Diamondbacks,N,4,162,76,86,773,1506,5645,504,965,160,67,53,788,1503,536,1115,168
2006,NL,ATL,Atlanta Braves,N,3,162,79,83,849,1510,5583,526,1169,222,52,44,805,1529,572,1049,183
2006,AL,BAL,Baltimore Orioles,N,4,162,70,92,768,1556,5610,474,878,164,73,41,899,1579,613,1016,216
2006,AL,BOS,Boston Red Sox,N,3,162,86,76,820,1510,5619,672,1056,192,66,56,825,1570,509,1070,181
2006,AL,CHA,Chicago White Sox,N,3,162,90,72,868,1586,5657,502,1056,236,58,57,794,1534,433,1012,200
2006,NL,CHN,Chicago Cubs,N,6,162,66,96,716,1496,5587,395,928,166,43,37,834,1396,687,1250,210
2006,NL,CIN,Cincinnati Reds,N,3,162,80,82,749,1419,5515,614,1192,217,59,38,801,1576,464,1053,213
2006,AL,CLE,Cleveland Indians,N,4,162,78,84,870,1576,5619,556,1204,196,54,43,782,1583,429,948,166
2006,NL,COL,Colorado Rockies,N,4,162,76,86,813,1504,5562,561,1108,157,60,45,812,1549,553,952,155
2006,AL,DET,Detroit Tigers,N,2,162,95,67,822,1548,5642,430,1133,203,45,36,675,1420,489,1003,160
2006,NL,FLO,Florida Marlins,N,4,162,78,84,758,1454,5502,497,1249,182,74,42,772,1465,622,1088,166
2006,NL,HOU,Houston Astros,N,2,162,82,80,735,1407,5521,585,1076,174,73,46,719,1425,480,1160,182
2006,AL,KCA,Kansas City Royals,N,5,162,62,100,757,1515,5589,474,1040,124,64,48,971,1648,637,904,213
2006,AL,LAA,Los Angeles Angels of Anaheim,N,2,162,89,73,766,1539,5609,486,914,159,42,53,732,1410,471,1164,158
2006,NL,LAN,Los Angeles Dodgers,N,2,162,88,74,820,1552,5628,601,959,153,51,48,751,1524,492,1068,152
2006,NL,MIL,Milwaukee Brewers,N,4,162,75,87,730,1400,5433,502,1233,180,82,53,833,1454,514,1145,177
2006,AL,MIN,Minnesota Twins,N,1,162,96,66,801,1608,5602,490,872,143,50,55,683,1490,356,1164,182
2006,AL,NYA,New York Yankees,N,1,162,97,65,930,1608,5651,649,1053,210,72,49,767,1463,496,1019,170
2006,NL,NYN,New York Mets,N,1,162,97,65,834,1469,5558,547,1071,200,62,47,731,1402,527,1161,180
2006,AL,OAK,Oakland Athletics,N,1,162,93,69,771,1429,5500,650,976,175,50,56,727,1525,529,1003,162
2006,NL,PHI,Philadelphia Phillies,N,2,162,85,77,865,1518,5687,626,1203,216,95,44,812,1561,512,1138,211
2006,NL,PIT,Pittsburgh Pirates,N,5,162,67,95,691,1462,5558,459,1200,141,89,49,797,1545,620,1060,156
2006,NL,SDN,San Diego Padres,N,1,162,88,74,731,1465,5576,564,1104,161,40,47,679,1385,468,1097,176
2006,AL,SEA,Seattle Mariners,N,4,162,78,84,756,1540,5670,404,974,172,63,38,792,1500,560,1067,183
2006,NL,SFN,San Francisco Giants,N,3,161,76,85,746,1418,5472,494,891,163,53,37,790,1422,584,992,153
2006,NL,SLN,St. Louis Cardinals,Y,1,161,83,78,781,1484,5522,531,922,184,61,40,762,1475,504,970,193
2006,AL,TBA,Tampa Bay Devil Rays,N,5,162,61,101,689,1395,5474,441,1106,190,47,43,856,1600,606,979,180
2006,AL,TEX,Texas Rangers,N,3,162,80,82,835,1571,5659,505,1061,183,40,50,784,1558,496,972,162
2006,AL,TOR,Toronto Blue Jays,N,2,162,87,75,809,1591,5596,514,906,199,63,52,754,1447,504,1076,185
2006,NL,WAS,Washington Nationals,N,5,162,71,91,746,1437,5495,594,1156,164,69,49,872,1535,584,960,193
2007,NL,ARI,Arizona Diamondbacks,N,1,162,90,72,712,1350,5398,532,1111,171,57,58,732,1446,546,1088,169
2007,NL,ATL,Atlanta Braves,N,3,162,84,78,810,1562,5689,534,1149,176,49,47,733,1442,537,1106,172
2007,AL,BAL,Baltimore Orioles,N,4,162,69,93,756,1529,5631,500,939,142,47,47,868,1491,696,1087,161
2007,AL,BOS,Boston Red Sox,Y,1,162,96,66,867,1561,5589,689,1042,166,64,54,657,1350,482,1149,151
2007,AL,CHA,Chicago White Sox,N,4,162,72,90,693,1341,5441,532,1149,190,52,35,839,1556,499,1015,174
2007,NL,CHN,Chicago Cubs,N,1,162,85,77,752,1530,5643,500,1054,151,40,37,690,1340,573,1211,165
2007,NL,CIN,Cincinnati Reds,N,5,162,72,90,783,1496,5607,536,1113,204,66,46,853,1605,482,1068,198
2007,AL,CLE,Cleveland Indians,N,1,162,96,66,811,1504,5604,590,1202,178,80,59,704,1519,410,1047,146
2007,NL,COL,Colorado Rockies,N,2,163,90,73,860,1591,5691,622,1152,171,58,44,758,1497,504,967,164
2007,AL,DET,Detroit Tigers,N,2,162,88,74,887,1652,5757,474,1054,177,56,45,797,1498,566,1047,174
2007,NL,FLO,Florida Marlins,N,5,162,71,91,790,1504,5627,521,1332,201,82,42,891,1617,661,1142,176
2007,NL,HOU,Houston Astros,N,4,162,73,89,723,1457,5605,547,1043,167,55,40,813,1566,510,1109,206
2007,AL,KCA,Kansas City Royals,N,5,162,69,93,706,1447,5534,428,1069,102,89,47,778,1547,520,993,168
2007,AL,LAA,Los Angeles Angels of Anaheim,N,1,162,94,68,822,1578,5554,507,883,123,40,65,731,1480,477,1156,151
2007,NL,LAN,Los Angeles Dodgers,N,4,162,82,80,735,1544,5614,511,864,129,41,55,727,1443,518,1184,146
2007,NL,MIL,Milwaukee Brewers,N,2,162,83,79,801,1455,5554,501,1137,231,76,47,776,1513,507,1174,161
2007,AL,MIN,Minnesota Twins,N,3,162,79,83,718,1460,5522,512,839,118,48,45,725,1505,420,1094,185
2007,AL,NYA,New York Yankees,N,2,162,94,68,968,1656,5717,637,991,201,78,54,777,1498,578,1009,150
2007,NL,NYN,New York Mets,N,2,162,88,74,804,1543,5605,549,981,177,54,58,750,1415,570,1134,165
2007,AL,OAK,Oakland Athletics,N,3,162,76,86,741,1430,5577,664,1119,171,49,56,758,1468,530,1036,138
2007,NL,PHI,Philadelphia Phillies,N,1,162,89,73,892,1558,5688,641,1205,213,90,52,821,1555,558,1050,198
2007,NL,PIT,Pittsburgh Pirates,N,6,162,68,94,724,1463,5569,463,1135,148,71,51,846,1627,518,997,174
2007,NL,SDN,San Diego Padres,N,3,163,89,74,741,1408,5612,557,1229,171,49,44,666,1406,474,1136,119
2007,AL,SEA,Seattle Mariners,N,2,162,88,74,794,1629,5684,389,861,153,62,40,813,1578,546,1020,147
2007,NL,SFN,San Francisco Giants,N,5,162,71,91,683,1407,5538,532,907,131,39,36,720,1442,593,1057,133
2007,NL,SLN,St. Louis Cardinals,N,3,162,78,84,725,1513,5529,506,909,141,54,54,829,1514,509,945,168
2007,AL,TBA,Tampa Bay Devil Rays,N,5,162,66,96,782,1500,5593,545,1324,187,53,52,944,1649,568,1194,199
2007,AL,TEX,Texas Rangers,N,4,162,75,87,816,1460,5555,503,1224,179,56,42,844,1525,668,976,155
2007,AL,TOR,Toronto Blue Jays,N,3,162,83,79,753,1434,5536,533,1044,165,47,48,699,1383,479,1067,157
2007,NL,WAS,Washington Nationals,N,4,162,73,89,673,1415,5520,524,1128,123,53,41,783,1502,580,931,187
2008,NL,ARI,Arizona Diamondbacks,N,2,162,82,80,720,1355,5409,587,1287,159,49,43,706,1403,451,1229,147
2008,NL,ATL,Atlanta Braves,N,4,162,72,90,753,1514,5604,618,1023,130,42,34,778,1439,586,1076,156
2008,AL,BAL,Baltimore Orioles,N,5,161,68,93,782,1486,5559,533,990,172,42,48,869,1538,687,922,184
2008,AL,BOS,Boston Red Sox,N,2,162,95,67,845,1565,5596,646,1068,173,70,62,694,1369,548,1185,147
2008,AL,CHA,Chicago White Sox,N,1,163,89,74,811,1458,5553,540,1016,235,63,47,729,1471,460,1147,156
2008,NL,CHN,Chicago Cubs,N,1,161,97,64,855,1552,5588,636,1186,184,50,45,671,1329,548,1264,160
2008,NL,CIN,Cincinnati Reds,N,5,162,74,88,704,1351,5465,560,1125,187,50,41,800,1542,557,1227,201
2008,AL,CLE,Cleveland Indians,N,3,162,81,81,805,1455,5543,560,1213,171,103,49,761,1530,444,986,170
2008,NL,COL,Colorado Rockies,N,3,162,74,88,747,1462,5557,570,1209,160,57,38,822,1547,562,1041,148
2008,AL,DET,Detroit Tigers,N,5,162,74,88,821,1529,5641,572,1076,200,44,44,857,1541,644,991,172
2008,NL,FLO,Florida Marlins,N,3,161,84,77,770,1397,5499,543,1371,208,69,46,767,1421,586,1127,161
2008,NL,HOU,Houston Astros,N,3,161,86,75,712,1432,5451,449,1051,167,52,41,743,1453,492,1095,197
2008,AL,KCA,Kansas City Royals,N,4,162,75,87,691,1507,5608,392,1005,120,50,36,781,1473,515,1085,159
2008,AL,LAA,Los Angeles Angels of Anaheim,N,1,162,100,62,765,1486,5540,481,987,159,52,50,697,1455,457,1106,160
2008,NL,LAN,Los Angeles Dodgers,N,1,162,84,78,700,1455,5506,543,1032,137,43,38,648,1381,480,1205,123
