year,league,team_id,team_name,win_world_series,final_rank,games_played,wins,losses,runs_scored,hits,at_bats,walks,strikeouts,homeruns,hit_by_pitch,sacrifice_flies,runs_allowed,hits_allowed,walks_allowed,strikeouts_against,homeruns_allowed
1939,AL,SLA,St. Louis Browns,N,8,156,43,111,733,1453,5422,559,606,91,NA,NA,1035,1724,739,516,133
1939,NL,SLN,St. Louis Cardinals,N,2,155,92,61,779,1601,5447,475,566,98,NA,NA,633,1377,498,603,76
1939,AL,WS1,Washington Senators,N,6,153,65,87,702,1483,5334,547,460,44,NA,NA,797,1420,602,521,75
1940,AL,BOS,Boston Red Sox,N,4,154,82,72,872,1566,5481,590,597,145,NA,NA,825,1568,625,613,124
1940,NL,BRO,Brooklyn Dodgers,N,2,156,88,65,697,1421,5470,522,570,93,NA,NA,621,1366,393,639,101
1940,NL,BSN,Boston Bees,N,7,152,65,87,623,1366,5329,402,581,59,NA,NA,745,1444,573,435,83
1940,AL,CHA,Chicago White Sox,N,4,155,82,72,735,1499,5386,496,569,73,NA,NA,672,1335,480,574,111
1940,NL,CHN,Chicago Cubs,N,5,154,75,79,681,1441,5389,482,566,86,NA,NA,636,1418,430,564,74
1940,NL,CIN,Cincinnati Reds,Y,1,155,100,53,707,1427,5372,453,503,89,NA,NA,528,1263,445,557,73
1940,AL,CLE,Cleveland Indians,N,2,155,89,65,710,1422,5361,519,597,101,NA,NA,637,1328,512,686,86
1940,AL,DET,Detroit Tigers,N,1,155,90,64,888,1549,5418,664,556,134,NA,NA,717,1425,570,752,102
1940,NL,NY1,New York Giants,N,6,152,72,80,663,1423,5324,453,478,91,NA,NA,659,1383,473,606,110
1940,AL,NYA,New York Yankees,N,3,155,88,66,817,1371,5286,648,606,155,NA,NA,671,1389,511,559,119
1940,AL,PHA,Philadelphia Athletics,N,8,154,54,100,703,1391,5304,556,656,105,NA,NA,932,1543,534,488,135
1940,NL,PHI,Philadelphia Phillies,N,8,153,50,103,494,1225,5137,435,527,75,NA,NA,750,1429,475,485,92
1940,NL,PIT,Pittsburgh Pirates,N,4,156,78,76,809,1511,5466,553,494,76,NA,NA,783,1569,492,491,72
1940,AL,SLA,St. Louis Browns,N,6,156,67,87,757,1423,5416,556,642,118,NA,NA,882,1592,646,439,113
1940,NL,SLN,St. Louis Cardinals,N,3,156,84,69,747,1514,5499,479,610,119,NA,NA,699,1457,488,550,83
1940,AL,WS1,Washington Senators,N,7,154,64,90,665,1453,5365,468,504,52,NA,NA,811,1494,618,618,93
1941,AL,BOS,Boston Red Sox,N,2,155,84,70,865,1517,5359,683,567,124,NA,NA,750,1453,611,574,88
1941,NL,BRO,Brooklyn Dodgers,N,1,157,100,54,800,1494,5485,600,535,101,NA,NA,581,1236,495,603,81
1941,NL,BSN,Boston Braves,N,7,156,62,92,592,1357,5414,471,608,48,NA,NA,720,1440,554,446,75
1941,AL,CHA,Chicago White Sox,N,3,156,77,77,638,1376,5404,510,476,47,NA,NA,649,1362,521,564,89
1941,NL,CHN,Chicago Cubs,N,6,155,70,84,666,1323,5230,559,670,99,NA,NA,670,1431,449,548,60
1941,NL,CIN,Cincinnati Reds,N,3,154,88,66,616,1288,5218,477,428,64,NA,NA,564,1300,510,627,61
1941,AL,CLE,Cleveland Indians,N,4,155,75,79,677,1350,5283,512,605,103,NA,NA,668,1366,660,617,71
1941,AL,DET,Detroit Tigers,N,4,155,75,79,686,1412,5370,602,584,81,NA,NA,743,1399,645,697,80
1941,NL,NY1,New York Giants,N,5,156,74,79,667,1401,5395,504,518,95,NA,NA,706,1455,539,566,90
1941,AL,NYA,New York Yankees,Y,1,156,101,53,830,1464,5444,616,565,151,NA,NA,631,1309,598,589,81
1941,AL,PHA,Philadelphia Athletics,N,8,154,64,90,713,1431,5336,574,588,85,NA,NA,840,1516,557,386,136
1941,NL,PHI,Philadelphia Phillies,N,8,155,43,111,501,1277,5233,451,596,64,NA,NA,793,1499,606,552,79
1941,NL,PIT,Pittsburgh Pirates,N,4,156,81,73,690,1417,5297,547,516,56,NA,NA,643,1392,492,410,66
1941,AL,SLA,St. Louis Browns,N,6,157,70,84,765,1440,5408,775,552,91,NA,NA,823,1563,549,454,120
1941,NL,SLN,St. Louis Cardinals,N,2,155,97,56,734,1482,5457,540,543,70,NA,NA,589,1289,502,659,85
1941,AL,WS1,Washington Senators,N,6,156,70,84,728,1502,5521,470,488,52,NA,NA,798,1524,603,544,69
1942,AL,BOS,Boston Red Sox,N,2,152,93,59,761,1451,5248,591,508,103,NA,NA,594,1260,553,500,65
1942,NL,BRO,Brooklyn Dodgers,N,2,155,104,50,742,1398,5285,572,484,62,NA,NA,510,1205,493,612,73
1942,NL,BSN,Boston Braves,N,7,150,59,89,515,1216,5077,474,507,68,NA,NA,645,1326,518,414,82
1942,AL,CHA,Chicago White Sox,N,6,148,66,82,538,1215,4949,497,427,25,NA,NA,609,1304,473,432,74
1942,NL,CHN,Chicago Cubs,N,6,155,68,86,591,1360,5352,509,607,75,NA,NA,665,1447,525,507,70
1942,NL,CIN,Cincinnati Reds,N,4,154,76,76,527,1216,5260,483,549,66,NA,NA,545,1213,526,616,47
1942,AL,CLE,Cleveland Indians,N,4,156,75,79,590,1344,5317,500,544,50,NA,NA,659,1353,560,448,61
1942,AL,DET,Detroit Tigers,N,5,156,73,81,589,1313,5327,509,476,76,NA,NA,587,1321,598,671,60
1942,NL,NY1,New York Giants,N,3,154,85,67,675,1323,5210,558,511,109,NA,NA,600,1299,493,497,94
1942,AL,NYA,New York Yankees,N,1,154,103,51,801,1429,5305,591,556,108,NA,NA,507,1259,431,558,71
1942,AL,PHA,Philadelphia Athletics,N,8,154,55,99,549,1315,5285,440,490,33,NA,NA,801,1404,639,546,89
1942,NL,PHI,Philadelphia Phillies,N,8,151,42,109,394,1174,5060,392,488,44,NA,NA,706,1328,605,472,61
1942,NL,PIT,Pittsburgh Pirates,N,5,151,66,81,585,1250,5104,537,536,54,NA,NA,631,1376,435,426,62
1942,AL,SLA,St. Louis Browns,N,3,151,82,69,730,1354,5229,609,607,98,NA,NA,637,1387,505,488,63
1942,NL,SLN,St. Louis Cardinals,Y,1,156,106,48,755,1454,5421,551,507,60,NA,NA,482,1192,473,651,49
1942,AL,WS1,Washington Senators,N,7,151,62,89,653,1364,5295,581,536,40,NA,NA,817,1496,558,496,50
1943,AL,BOS,Boston Red Sox,N,7,155,68,84,563,1314,5392,486,591,57,NA,NA,607,1369,615,513,61
1943,NL,BRO,Brooklyn Dodgers,N,3,153,81,72,716,1444,5309,580,422,39,NA,NA,674,1326,637,588,59
1943,NL,BSN,Boston Braves,N,6,153,68,85,465,1213,5196,469,609,39,NA,NA,612,1361,441,409,66
1943,AL,CHA,Chicago White Sox,N,4,155,82,72,573,1297,5254,561,581,33,NA,NA,594,1352,501,476,54
1943,NL,CHN,Chicago Cubs,N,5,154,74,79,632,1380,5279,574,522,52,NA,NA,600,1379,394,513,53
1943,NL,CIN,Cincinnati Reds,N,2,155,87,67,608,1362,5329,445,476,43,NA,NA,543,1299,579,498,38
1943,AL,CLE,Cleveland Indians,N,3,153,82,71,600,1344,5269,567,521,55,NA,NA,577,1234,606,585,52
1943,AL,DET,Detroit Tigers,N,5,155,78,76,632,1401,5364,483,553,77,NA,NA,560,1226,549,706,51
1943,NL,NY1,New York Giants,N,8,156,55,98,558,1309,5290,480,470,81,NA,NA,713,1474,626,588,80
1943,AL,NYA,New York Yankees,Y,1,155,98,56,669,1350,5282,624,562,100,NA,NA,542,1229,489,653,60
1943,AL,PHA,Philadelphia Athletics,N,8,155,49,105,497,1219,5244,430,465,26,NA,NA,717,1421,536,503,73
1943,NL,PHI,Philadelphia Blue Jays,N,7,157,64,90,571,1321,5297,499,556,66,NA,NA,676,1436,451,431,59
1943,NL,PIT,Pittsburgh Pirates,N,4,157,80,74,669,1401,5353,573,566,42,NA,NA,605,1424,422,396,44
1943,AL,SLA,St. Louis Browns,N,6,153,72,80,596,1269,5175,569,646,78,NA,NA,604,1397,488,572,74
1943,NL,SLN,St. Louis Cardinals,N,1,157,105,49,679,1515,5438,428,438,70,NA,NA,475,1246,477,639,33
1943,AL,WS1,Washington Senators,N,2,153,84,69,666,1328,5233,605,579,47,NA,NA,595,1293,540,495,48
1944,AL,BOS,Boston Red Sox,N,4,156,77,77,739,1456,5400,522,505,69,NA,NA,676,1404,592,524,66
1944,NL,BRO,Brooklyn Dodgers,N,7,155,63,91,690,1450,5393,486,451,56,NA,NA,832,1471,660,487,75
1944,NL,BSN,Boston Braves,N,6,155,65,89,593,1299,5282,456,509,79,NA,NA,674,1430,527,454,80
1944,AL,CHA,Chicago White Sox,N,7,154,71,83,543,1307,5292,439,448,23,NA,NA,662,1411,420,481,68
1944,NL,CHN,Chicago Cubs,N,4,157,75,79,702,1425,5462,520,521,71,NA,NA,669,1484,458,545,75
1944,NL,CIN,Cincinnati Reds,N,3,155,89,65,573,1340,5271,423,391,51,NA,NA,537,1292,390,369,60
1944,AL,CLE,Cleveland Indians,N,5,155,72,82,643,1458,5481,512,593,70,NA,NA,677,1428,621,524,40
1944,AL,DET,Detroit Tigers,N,2,156,88,66,658,1405,5344,532,500,60,NA,NA,581,1373,452,568,39
1944,NL,NY1,New York Giants,N,5,155,67,87,682,1398,5306,512,480,93,NA,NA,773,1413,587,499,116
1944,AL,NYA,New York Yankees,N,3,154,83,71,674,1410,5331,523,627,96,NA,NA,617,1351,532,529,82
1944,AL,PHA,Philadelphia Athletics,N,5,155,72,82,525,1364,5312,422,490,36,NA,NA,594,1345,390,534,58
1944,NL,PHI,Philadelphia Blue Jays,N,8,154,61,92,539,1331,5301,470,500,55,NA,NA,658,1407,459,496,49
1944,NL,PIT,Pittsburgh Pirates,N,2,158,90,63,744,1441,5428,573,616,70,NA,NA,662,1466,435,452,65
1944,AL,SLA,St. Louis Browns,N,1,154,89,65,684,1328,5269,531,604,72,NA,NA,587,1392,469,581,58
1944,NL,SLN,St. Louis Cardinals,Y,1,157,105,49,772,1507,5475,544,473,100,NA,NA,490,1228,468,637,55
1944,AL,WS1,Washington Senators,N,8,154,64,90,592,1386,5319,470,477,33,NA,NA,664,1410,475,503,48
1945,AL,BOS,Boston Red Sox,N,7,157,71,83,599,1393,5367,541,534,50,NA,NA,674,1389,656,490,58
1945,NL,BRO,Brooklyn Dodgers,N,3,155,87,67,795,1468,5418,629,434,57,NA,NA,724,1357,586,557,74
1945,NL,BSN,Boston Braves,N,6,154,67,85,721,1453,5441,520,510,101,NA,NA,728,1474,557,404,99
1945,AL,CHA,Chicago White Sox,N,6,150,71,78,596,1330,5077,470,467,22,NA,NA,633,1400,448,486,63
1945,NL,CHN,Chicago Cubs,N,1,155,98,56,735,1465,5298,554,462,57,NA,NA,532,1301,385,541,57
1945,NL,CIN,Cincinnati Reds,N,7,154,61,93,536,1317,5283,392,532,56,NA,NA,694,1438,534,372,70
1945,AL,CLE,Cleveland Indians,N,5,147,73,72,557,1249,4898,505,578,65,NA,NA,548,1269,501,497,39
1945,AL,DET,Detroit Tigers,Y,1,155,88,65,633,1345,5257,517,533,77,NA,NA,565,1305,538,588,48
1945,NL,NY1,New York Giants,N,5,154,78,74,668,1439,5350,501,457,114,NA,NA,700,1401,528,530,85
1945,AL,NYA,New York Yankees,N,4,152,81,71,676,1343,5176,618,567,93,NA,NA,606,1277,485,474,66
1945,AL,PHA,Philadelphia Athletics,N,8,153,52,98,494,1297,5296,449,463,33,NA,NA,638,1380,571,531,55
1945,NL,PHI,Philadelphia Phillies,N,8,154,46,108,548,1278,5203,449,501,56,NA,NA,865,1544,608,432,61
1945,NL,PIT,Pittsburgh Pirates,N,4,155,82,72,753,1425,5343,590,480,72,NA,NA,686,1477,455,518,61
1945,AL,SLA,St. Louis Browns,N,3,154,81,70,597,1302,5227,500,555,63,NA,NA,548,1307,506,570,59
1945,NL,SLN,St. Louis Cardinals,N,2,155,95,59,756,1498,5487,515,488,64,NA,NA,583,1351,497,510,70
1945,AL,WS1,Washington Senators,N,2,156,87,67,622,1375,5326,545,489,27,NA,NA,562,1307,440,550,42
1946,AL,BOS,Boston Red Sox,N,1,156,104,50,792,1441,5318,687,661,109,NA,NA,594,1359,501,667,89
1946,NL,BRO,Brooklyn Dodgers,N,2,157,96,60,701,1376,5285,691,575,55,NA,NA,570,1280,671,647,58
1946,NL,BSN,Boston Braves,N,4,154,81,72,630,1377,5225,558,468,44,NA,NA,592,1291,478,566,76
1946,AL,CHA,Chicago White Sox,N,5,155,74,80,562,1364,5312,501,600,37,NA,NA,595,1348,508,550,80
1946,NL,CHN,Chicago Cubs,N,3,155,82,71,626,1344,5298,586,599,56,NA,NA,581,1370,527,619,58
1946,NL,CIN,Cincinnati Reds,N,6,156,67,87,523,1262,5291,493,604,65,NA,NA,570,1334,467,506,70
1946,AL,CLE,Cleveland Indians,N,6,156,68,86,537,1285,5242,506,697,79,NA,NA,638,1282,649,789,84
1946,AL,DET,Detroit Tigers,N,2,155,92,62,704,1373,5318,622,616,108,NA,NA,567,1277,497,896,97
1946,NL,NY1,New York Giants,N,8,154,61,93,612,1326,5191,532,546,121,NA,NA,685,1313,660,581,114
1946,AL,NYA,New York Yankees,N,3,154,87,67,684,1275,5139,627,706,136,NA,NA,547,1232,552,653,66
1946,AL,PHA,Philadelphia Athletics,N,8,155,49,105,529,1317,5200,482,594,40,NA,NA,680,1371,577,562,83
1946,NL,PHI,Philadelphia Phillies,N,5,155,69,85,560,1351,5233,417,590,80,NA,NA,705,1442,542,490,73
1946,NL,PIT,Pittsburgh Pirates,N,7,155,63,91,552,1300,5199,592,555,60,NA,NA,668,1406,561,458,50
1946,AL,SLA,St. Louis Browns,N,7,156,66,88,621,1350,5373,465,713,84,NA,NA,710,1465,573,574,73
1946,NL,SLN,St. Louis Cardinals,Y,1,156,98,58,712,1426,5372,530,537,81,NA,NA,545,1326,493,607,63
1946,AL,WS1,Washington Senators,N,4,155,76,78,608,1388,5337,511,641,60,NA,NA,706,1459,547,537,81
1947,AL,BOS,Boston Red Sox,N,3,157,83,71,720,1412,5322,666,590,103,NA,NA,669,1383,575,586,84
1947,NL,BRO,Brooklyn Dodgers,N,1,155,94,60,774,1428,5249,732,561,83,NA,NA,668,1299,626,592,104
1947,NL,BSN,Boston Braves,N,3,154,86,68,701,1444,5253,558,500,85,NA,NA,622,1342,453,494,93
1947,AL,CHA,Chicago White Sox,N,6,155,70,84,553,1350,5274,492,527,53,NA,NA,661,1384,603,522,76
1947,NL,CHN,Chicago Cubs,N,6,155,69,85,567,1373,5305,471,578,71,NA,NA,722,1449,618,571,106
1947,NL,CIN,Cincinnati Reds,N,5,154,73,81,681,1372,5299,539,530,95,NA,NA,755,1442,589,633,102
1947,AL,CLE,Cleveland Indians,N,4,157,80,74,687,1392,5367,502,609,112,NA,NA,588,1244,628,590,94
1947,AL,DET,Detroit Tigers,N,2,158,85,69,714,1363,5276,762,565,103,NA,NA,642,1382,531,648,79
1947,NL,NY1,New York Giants,N,4,155,81,73,830,1446,5343,494,568,221,NA,NA,761,1428,590,553,122
1947,AL,NYA,New York Yankees,Y,1,155,97,57,794,1439,5308,610,581,115,NA,NA,568,1221,628,691,95
1947,AL,PHA,Philadelphia Athletics,N,5,156,78,76,633,1311,5198,605,563,61,NA,NA,614,1291,597,493,85
1947,NL,PHI,Philadelphia Phillies,N,7,155,62,92,589,1354,5256,464,594,60,NA,NA,687,1399,513,514,98
1947,NL,PIT,Pittsburgh Pirates,N,7,156,62,92,744,1385,5307,607,687,156,NA,NA,817,1488,592,530,155
1947,AL,SLA,St. Louis Browns,N,8,154,59,95,564,1238,5145,583,664,90,NA,NA,744,1426,604,552,103
1947,NL,SLN,St. Louis Cardinals,N,2,156,89,65,780,1462,5422,612,511,115,NA,NA,634,1417,495,642,106
1947,AL,WS1,Washington Senators,N,7,154,64,90,496,1234,5112,525,534,42,NA,NA,675,1408,579,551,63
1948,AL,BOS,Boston Red Sox,N,2,155,96,59,907,1471,5363,823,552,121,NA,NA,720,1445,592,513,83
1948,NL,BRO,Brooklyn Dodgers,N,3,155,84,70,744,1393,5328,601,684,91,NA,NA,667,1328,633,670,119
1948,NL,BSN,Boston Braves,N,1,154,91,62,739,1458,5297,671,536,95,NA,NA,584,1354,430,579,93
1948,AL,CHA,Chicago White Sox,N,8,154,51,101,559,1303,5192,595,528,55,NA,NA,814,1454,673,403,89
1948,NL,CHN,Chicago Cubs,N,8,155,64,90,597,1402,5352,443,578,87,NA,NA,706,1355,619,636,89
1948,NL,CIN,Cincinnati Reds,N,7,153,64,89,588,1266,5127,478,586,104,NA,NA,752,1410,572,599,104
1948,AL,CLE,Cleveland Indians,Y,1,156,97,58,840,1534,5446,646,575,155,NA,NA,568,1246,628,595,82
1948,AL,DET,Detroit Tigers,N,5,154,78,76,700,1396,5235,671,504,78,NA,NA,726,1367,589,678,92
1948,NL,NY1,New York Giants,N,5,155,78,76,780,1352,5277,599,648,164,NA,NA,704,1425,556,527,122
1948,AL,NYA,New York Yankees,N,3,154,94,60,857,1480,5324,623,478,139,NA,NA,633,1289,641,654,94
1948,AL,PHA,Philadelphia Athletics,N,4,154,84,70,729,1345,5181,726,523,68,NA,NA,735,1456,638,486,86
1948,NL,PHI,Philadelphia Phillies,N,6,155,66,88,591,1367,5287,440,598,91,NA,NA,729,1385,556,550,95
1948,NL,PIT,Pittsburgh Pirates,N,4,156,83,71,706,1388,5286,580,578,108,NA,NA,699,1373,564,543,120
1948,AL,SLA,St. Louis Browns,N,6,155,59,94,671,1438,5303,578,572,63,NA,NA,849,1513,737,531,103
1948,NL,SLN,St. Louis Cardinals,N,2,155,85,69,742,1396,5302,594,521,105,NA,NA,646,1392,476,625,103
1948,AL,WS1,Washington Senators,N,7,154,56,97,578,1245,5111,568,572,31,NA,NA,796,1439,734,446,81
1949,AL,BOS,Boston Red Sox,N,2,155,96,58,896,1500,5320,835,510,131,NA,NA,667,1375,661,598,82
1949,NL,BRO,Brooklyn Dodgers,N,1,156,97,57,879,1477,5400,638,570,152,NA,NA,651,1306,582,743,132
1949,NL,BSN,Boston Braves,N,4,157,75,79,706,1376,5336,684,656,103,NA,NA,719,1466,520,589,110
1949,AL,CHA,Chicago White Sox,N,6,154,63,91,648,1340,5204,702,596,43,NA,NA,737,1362,693,502,108
1949,NL,CHN,Chicago Cubs,N,8,154,61,93,593,1336,5214,396,573,97,NA,NA,773,1487,575,544,104
1949,NL,CIN,Cincinnati Reds,N,7,156,62,92,627,1423,5469,429,559,86,NA,NA,770,1423,640,538,124
1949,AL,CLE,Cleveland Indians,N,3,154,89,65,675,1358,5221,601,534,112,NA,NA,574,1275,611,594,82
1949,AL,DET,Detroit Tigers,N,4,155,87,67,751,1405,5259,751,502,88,NA,NA,655,1338,628,631,102
1949,NL,NY1,New York Giants,N,5,156,73,81,736,1383,5308,613,523,147,NA,NA,693,1328,544,516,132
1949,AL,NYA,New York Yankees,Y,1,155,97,57,829,1396,5196,731,539,115,NA,NA,637,1231,812,671,98
1949,AL,PHA,Philadelphia Athletics,N,5,154,81,73,726,1331,5123,783,493,82,NA,NA,725,1359,758,490,105
1949,NL,PHI,Philadelphia Phillies,N,3,154,81,73,662,1349,5307,528,670,122,NA,NA,668,1389,502,495,104
1949,NL,PIT,Pittsburgh Pirates,N,6,154,71,83,681,1350,5214,548,554,126,NA,NA,760,1452,535,556,142
1949,AL,SLA,St. Louis Browns,N,7,155,53,101,667,1301,5112,631,700,117,NA,NA,913,1583,685,432,113
1949,NL,SLN,St. Louis Cardinals,N,2,157,96,58,766,1513,5463,569,482,102,NA,NA,616,1356,507,606,87
1949,AL,WS1,Washington Senators,N,8,154,50,104,584,1330,5234,593,495,81,NA,NA,868,1438,779,451,79
1950,AL,BOS,Boston Red Sox,N,3,154,94,60,1027,1665,5516,719,582,161,NA,NA,804,1413,748,630,121
1950,NL,BRO,Brooklyn Dodgers,N,2,155,89,65,847,1461,5364,607,632,194,NA,NA,724,1397,591,772,163
1950,NL,BSN,Boston Braves,N,4,156,83,71,785,1411,5363,615,616,148,NA,NA,736,1411,554,615,129
1950,AL,CHA,Chicago White Sox,N,6,156,60,94,625,1368,5260,551,566,93,NA,NA,749,1370,734,566,107
1950,NL,CHN,Chicago Cubs,N,7,154,64,89,643,1298,5230,479,767,161,NA,NA,772,1452,593,559,130
1950,NL,CIN,Cincinnati Reds,N,6,153,66,87,654,1366,5253,504,497,99,NA,NA,734,1363,582,686,145
1950,AL,CLE,Cleveland Indians,N,4,155,92,62,806,1417,5263,693,624,164,NA,NA,654,1289,647,674,120
1950,AL,DET,Detroit Tigers,N,2,157,95,59,837,1518,5381,722,480,114,NA,NA,713,1444,553,576,141
1950,NL,NY1,New York Giants,N,3,154,86,68,735,1352,5238,627,629,133,NA,NA,643,1268,536,596,140
1950,AL,NYA,New York Yankees,Y,1,155,98,56,914,1511,5361,687,463,159,NA,NA,691,1322,708,712,118
1950,AL,PHA,Philadelphia Athletics,N,8,154,52,102,670,1361,5212,685,493,100,NA,NA,913,1528,729,466,138
1950,NL,PHI,Philadelphia Phillies,N,1,157,91,63,722,1440,5426,535,569,125,NA,NA,624,1324,530,620,122
1950,NL,PIT,Pittsburgh Pirates,N,8,154,57,96,681,1404,5327,564,693,138,NA,NA,857,1472,616,556,152
1950,AL,SLA,St. Louis Browns,N,7,154,58,96,684,1269,5163,690,744,106,NA,NA,916,1629,651,448,129
1950,NL,SLN,St. Louis Cardinals,N,5,153,78,75,693,1353,5215,606,604,102,NA,NA,670,1398,535,603,119
1950,AL,WS1,Washington Senators,N,5,155,67,87,690,1365,5251,671,606,76,NA,NA,813,1479,648,486,99
1951,AL,BOS,Boston Red Sox,N,3,154,87,67,804,1428,5378,756,594,127,NA,NA,725,1413,599,658,100
1951,NL,BRO,Brooklyn Dodgers,N,2,158,97,60,855,1511,5492,603,649,184,NA,NA,672,1360,549,693,150
1951,NL,BSN,Boston Braves,N,4,155,76,78,723,1385,5293,565,617,130,NA,NA,662,1378,595,604,96
1951,AL,CHA,Chicago White Sox,N,4,155,81,73,714,1453,5378,596,524,86,NA,NA,644,1353,549,572,109
1951,NL,CHN,Chicago Cubs,N,8,155,62,92,614,1327,5307,477,647,103,NA,NA,750,1416,572,544,125
1951,NL,CIN,Cincinnati Reds,N,6,155,68,86,559,1309,5285,415,577,88,NA,NA,667,1357,490,584,119
1951,AL,CLE,Cleveland Indians,N,2,155,93,61,696,1346,5250,606,632,140,NA,NA,594,1287,577,642,86
1951,AL,DET,Detroit Tigers,N,5,154,73,81,685,1413,5336,568,525,104,NA,NA,741,1385,602,597,102
1951,NL,NY1,New York Giants,N,1,157,98,59,781,1396,5360,671,624,179,NA,NA,641,1334,482,625,148
1951,AL,NYA,New York Yankees,Y,1,154,98,56,798,1395,5194,605,547,140,NA,NA,621,1290,562,664,92
1951,AL,PHA,Philadelphia Athletics,N,6,154,70,84,736,1381,5277,677,565,102,NA,NA,745,1421,569,437,109
1951,NL,PHI,Philadelphia Phillies,N,5,154,73,81,648,1384,5332,505,525,108,NA,NA,644,1373,497,570,110
1951,NL,PIT,Pittsburgh Pirates,N,7,155,64,90,689,1372,5318,557,615,137,NA,NA,845,1479,609,580,157
1951,AL,SLA,St. Louis Browns,N,8,154,52,102,611,1288,5219,521,693,86,NA,NA,882,1525,801,550,131
1951,NL,SLN,St. Louis Cardinals,N,3,155,81,73,683,1404,5317,569,492,95,NA,NA,671,1391,568,546,119
1951,AL,WS1,Washington Senators,N,7,154,62,92,672,1399,5329,560,515,54,NA,NA,764,1429,630,475,110
1952,AL,BOS,Boston Red Sox,N,6,154,76,78,668,1338,5246,542,739,113,NA,NA,658,1332,623,624,107
1952,NL,BRO,Brooklyn Dodgers,N,1,155,96,57,775,1380,5266,663,699,153,NA,NA,603,1295,544,773,121
1952,NL,BSN,Boston Braves,N,7,155,64,89,569,1214,5221,483,711,110,NA,NA,651,1388,525,687,106
1952,AL,CHA,Chicago White Sox,N,3,156,81,73,610,1337,5316,541,521,80,NA,NA,568,1251,578,774,86
1952,NL,CHN,Chicago Cubs,N,5,155,77,77,628,1408,5330,422,712,107,NA,NA,631,1265,534,661,101
1952,NL,CIN,Cincinnati Reds,N,6,154,69,85,615,1303,5234,480,709,104,NA,NA,659,1377,517,579,111
1952,AL,CLE,Cleveland Indians,N,2,155,93,61,763,1399,5330,626,749,148,NA,NA,606,1278,556,671,94
1952,AL,DET,Detroit Tigers,N,8,156,50,104,557,1278,5258,553,605,103,NA,NA,738,1394,591,702,111
1952,NL,NY1,New York Giants,N,2,154,92,62,722,1337,5229,536,672,151,NA,NA,639,1282,538,655,121
1952,AL,NYA,New York Yankees,Y,1,154,95,59,727,1411,5294,566,652,129,NA,NA,557,1240,581,666,94
1952,AL,PHA,Philadelphia Athletics,N,4,155,79,75,664,1305,5163,683,561,89,NA,NA,723,1402,526,562,113
1952,NL,PHI,Philadelphia Phillies,N,4,154,87,67,657,1353,5205,540,534,93,NA,NA,552,1306,373,609,95
1952,NL,PIT,Pittsburgh Pirates,N,8,155,42,112,515,1201,5193,486,724,92,NA,NA,793,1395,615,564,133
1952,AL,SLA,St. Louis Browns,N,7,155,64,90,604,1340,5353,540,720,82,NA,NA,733,1388,598,581,111
1952,NL,SLN,St. Louis Cardinals,N,3,154,88,66,677,1386,5200,537,479,97,NA,NA,630,1274,501,712,119
1952,AL,WS1,Washington Senators,N,5,157,78,76,598,1282,5357,580,607,50,NA,NA,608,1405,577,574,78
1953,AL,BOS,Boston Red Sox,N,4,153,84,69,656,1385,5246,496,601,101,NA,NA,632,1333,584,642,92
1953,NL,BRO,Brooklyn Dodgers,N,1,155,105,49,955,1529,5373,655,686,208,NA,NA,689,1337,509,817,169
1953,AL,CHA,Chicago White Sox,N,3,156,89,65,716,1345,5212,601,530,74,NA,NA,592,1299,583,714,113
1953,NL,CHN,Chicago Cubs,N,7,155,65,89,633,1372,5272,514,746,137,NA,NA,835,1491,554,623,151
1953,NL,CIN,Cincinnati Reds,N,6,155,68,86,714,1396,5343,485,701,166,NA,NA,788,1484,488,506,179
1953,AL,CLE,Cleveland Indians,N,2,155,92,62,770,1426,5285,609,683,160,NA,NA,627,1311,519,586,92
1953,AL,DET,Detroit Tigers,N,6,158,60,94,695,1479,5553,506,603,108,NA,NA,923,1633,585,645,154
1953,NL,ML1,Milwaukee Braves,N,2,157,92,62,738,1422,5349,439,637,156,NA,NA,589,1282,539,738,107
1953,NL,NY1,New York Giants,N,5,155,70,84,768,1452,5362,499,608,176,NA,NA,747,1403,610,647,146
1953,AL,NYA,New York Yankees,Y,1,151,99,52,801,1420,5194,656,644,139,NA,NA,547,1286,500,604,94
1953,AL,PHA,Philadelphia Athletics,N,7,157,59,95,632,1398,5455,498,602,116,NA,NA,799,1475,594,566,121
1953,NL,PHI,Philadelphia Phillies,N,3,156,83,71,716,1400,5290,530,597,115,NA,NA,666,1410,410,637,138
1953,NL,PIT,Pittsburgh Pirates,N,8,154,50,104,622,1297,5253,524,715,99,NA,NA,887,1529,577,607,168
1953,AL,SLA,St. Louis Browns,N,8,154,54,100,555,1310,5264,507,644,112,NA,NA,778,1467,626,639,101
1953,NL,SLN,St. Louis Cardinals,N,3,157,83,71,768,1474,5397,574,617,140,NA,NA,713,1406,533,732,139
1953,AL,WS1,Washington Senators,N,5,152,76,76,687,1354,5149,596,604,69,NA,NA,614,1313,478,515,112
1954,AL,BAL,Baltimore Orioles,N,7,154,54,100,483,1309,5206,468,634,52,NA,NA,668,1279,688,668,78
1954,AL,BOS,Boston Red Sox,N,4,156,69,85,700,1436,5399,654,660,123,NA,NA,728,1434,612,707,118
1954,NL,BRO,Brooklyn Dodgers,N,2,154,92,62,778,1418,5251,634,625,186,NA,NA,740,1399,533,762,164
